id,title,author,link,technique,dimensions,date
ILLU_10709_97_0,The House of Père Eloi,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Das_Haus_von_P%C3%A8re_Eloi.jpeg,Oil on canvas , 51 x 58cm , 1890
ILLU_10725_396_0,The Banks of the Seine at Argenteuil,Édouard Manet,,Oil on canvas , 63.2 x 103cm , 1874
ILLU_10754_263_0,At the Opera: Madame Caron in Faust,Henri de Toulouse-Lautrec,https://art.nelson-atkins.org/objects/7387/at-the-opera-madame-caron-in-faust,"Lithograph, 16/100 ", 36.2 x 26.4cm , 1894
ILLU_10933_88_0,Still Life with Apples,Paul Cézanne,https://www.getty.edu/art/collection/objects/102380/paul-cezanne-still-life-with-apples-french-1893-1894/,Oil on canvas , 65.4 x 81.6cm , 1893-1894
ILLU_10939_99_0,Champ de blé avec cyprès,Vincent van Gogh,https://www.nationalgallery.org.uk/paintings/vincent-van-gogh-a-wheatfield-with-cypresses,Huile sur toile , 72.1 x 90.9cm , 1889
ILLU_10945_332_0,Claude Monet painting in his studio,Édouard Manet,https://commons.wikimedia.org/wiki/File:Monet_Painting_on_His_Studio_Boat_Edouard_Manet_1874.jpg,Oil on canvas , 80 x 98cm , 1874
ILLU_10955_69_0,Portrait&nbsp;of&nbsp;the couple&nbsp;Sisley,Auguste Renoir,,Oil on canvas , 75 x 105cm , 1868
ILLU_10962_306_0,Esterházykeller in Vienna,Adolph of Menzel,https://sammlung.belvedere.at/objects/817/der-esterhazykeller-in-wien,Oil on canvas , 22 x 28.5cm , 1871
ILLU_10962_308_0,Dancer,Josef Navrátil,https://sammlung.belvedere.at/objects/789/tanzerin,Oil on wood , 26 x 20.5cm , undated
ILLU_10962_309_0,Militia Officer,Wilhelm Trübner,https://sammlung.belvedere.at/objects/204/landwehroffizier,Oil on canvas , 65 x 52cm , 1872
ILLU_10964_371_0,Etching,Charles Meryon,,,,
ILLU_10976_216_0,The Olive Trees,Vincent van Gogh,,Oil on canvas , 72.7 x 91.4cm ," Saint Rémy, June-July 1889"
ILLU_11224_163_0,The Village Girl with a Goatling,Gustave Courbet,,,81 x 65cm , 1860
