id,title,author,link,technique,dimensions,date
ILLU_13287_21_0,The Flamingoes,Henri Rousseau,,,114 x 163.3cm , 1907
ILLU_13291_17_0,Goethe in the Roman Campagna,Johann Heinrich Wilhelm Tischbein,,,,
ILLU_13292_309_0,The Road Menders,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_The_Road_Menders_-_Google_Art_Project.jpg,Oil on canvas , 29 x 36.5mm , 1889
ILLU_13294_119_0,Autoportrait à vingt-quatre ans,Jean Auguste Dominique Ingres,https://fr.wikipedia.org/wiki/Autoportrait_%C3%A0_vingt-quatre_ans,Huile sur toile , 770 x 610mm , 1804
ILLU_13298_69_0,Pierrot,Pablo Picasso,,,,1918
ILLU_13329_278_0,Arum and Conservatory Plants,Auguste Renoir,,Oil on canvas ,, 1864
ILLU_13330_295_0,Double portrait with a glass of wine,Marc Chagall,,Oil on canvas , 233 x 136cm , 1918
ILLU_13332_338_0,Enclosed Field with Peasant,Vincent van Gogh,https://en.wikipedia.org/wiki/Enclosed_Field_with_Peasant,Oil on canvas , 29 x 36.2in ," Saint-rémy, early"
ILLU_13332_343_1,Before the Mirror,Édouard Manet,https://commons.wikimedia.org/wiki/File:Manet-Frau-vor-dem-Spiegel.jpg,Oil on canvas , 71.4 x 92.1cm , 1876
ILLU_13345_134_0,Émile Zola,Édouard Manet,https://fr.wikipedia.org/wiki/Portrait_d'%C3%89mile_Zola,Huile sur toile , 146.5 x 114cm , 1868
ILLU_13364_375_0,Odalisques,Henri Matisse,,,,1928
ILLU_13364_379_0,"The Ballet Dancer, Harmony in Grey",Henri Matisse,,Oil on canvas ,, 1927
ILLU_13395_81_0,Fruit on a Tablecloth with a Fruitdish,Georges Braque,,,,1925
ILLU_14297_327_0,The Lyrical,Wassily Kandinsky,"https://commons.wikimedia.org/wiki/File:Kandinsky,_Lyrisches.jpg",Oil on canvas , 94 x 130cm , 1911
ILLU_14369_168_2,The Promenade,Pierre-Auguste Renoir,https://www.getty.edu/art/collection/objects/823/pierre-auguste-renoir-the-promenade-french-1870/,Oil on canvas , 81.3 x 64.8cm , 1870
ILLU_14377_346_3,Seated and Standing Woman,Georges Seurat,,Oil on wood ,, 1884
ILLU_14415_52_1,Portrait of Madame Ernest Faydeau Known as 'La Dame Au Chien' 1870,Carolus-Duran,,,,
ILLU_14489_119_0,The Huntsman's Picnic,Gustave Courbet,,Oil on canvas ,, 1858
ILLU_14489_120_0,Luncheon in the Studio,Édouard Manet,https://en.wikipedia.org/wiki/Luncheon_in_the_Studio,Oil on canvas , 118 x 153.9cm , 1868
ILLU_14923_6_0,The Infant Jupiter Nurtured by the Goat Amalthea,Nicolas Poussin,,Oil on canvas , 97 x 133cm , 1638
ILLU_14951_91_0,The Crucifixion,Matthias Grünewald,https://commons.wikimedia.org/wiki/File:Mathis_Gothart_Gr%C3%BCnewald_022.jpg,Oil on panel , 269 x 307cm , 1512-1516
ILLU_14975_264_0,Le Garçon au chat,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Gar%C3%A7on_au_chat.jpg,Huile sur toile , 123 x 66cm , 1868
ILLU_14976_364_1,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk",Paul Cézanne,https://www.metmuseum.org/art/collection/search/435869,Oil on canvas , 65.1 x 54.6cm , 1866
ILLU_14977_297_3,Te tamari no atua,Paul Gauguin,,,,1896
ILLU_14985_310_0,Painting of&nbsp;a tennis court&nbsp;Castle&nbsp;Guernon&nbsp;Ranville,Édouard Vuillard,,,,1907
ILLU_15051_21_0,Houses on the Zaan River at Zaandam,Claude Monet,,,,1871
ILLU_15405_339_1,St. Jerome in His Study,Albrecht Dürer,"https://en.wikipedia.org/wiki/St._Jerome_in_His_Study_(D%C3%BCrer,_1521)",Eichenholz , 59.5 x 48.5cm , 1521
ILLU_15550_170_0,Sleeping Diana Watched by Two Fauns,Arnold Böcklin,https://commons.wikimedia.org/wiki/File:Arnold_B%C3%B6cklin_-_Sleeping_Diana_Watched_by_Two_Fauns_-_Google_Art_Project.jpg,Oil on canvas , 105 x 77.4cm , 1877
ILLU_15680_63_0,Erasme,Hans Holbein dit le Jeune,https://donate.louvre.fr/particuliers/~mon-don,,0.43 x 0.33m,
ILLU_15680_68_0,Rest on the Flight to Egypt,Albrecht Altdorfer,"https://commons.wikimedia.org/wiki/File:Altdorfer,_Albrecht_-_Ruhe_auf_der_Flucht_-_1510.jpg",Oil on panel , 58.2 x 39.2cm , 1510
ILLU_15680_70_0,La Mort d'Adonis,Unknown Artist,https://donate.louvre.fr/particuliers/~mon-don,,1.55 x 1.99m,
ILLU_15689_79_0,Goethe in the Roman Campagna,Johann Heinrich Wilhelm Tischbein,,,,
ILLU_15720_407_1,Preparation for the Funeral,Paul Cézanne,,Oil on canvas , 49 x 80cm , 1869
ILLU_15892_130_1,Sensitive to cold,Anders Zorn,,Oil on canvas ,, 1894
ILLU_15952_57_1,Nevermore,Paul Gauguin,,Oil on canvas , 60.5 x 116cm , 1897
ILLU_16289_35_1,Full moon,Paul Klee,,,,1919
ILLU_16297_134_0,Autumn in Bavaria,Vassily Kandinsky,,Oil on cardboard , 33 x 45cm , 1908
ILLU_16297_138_0,Kandinsky's first abstract watercolor,Wassily Kandinsky,https://en.wikipedia.org/wiki/Kandinsky's_first_abstract_watercolor,"Mine graphite, encre de chine et aquarelle sur papier ", 49.6 x 64.8cm , 1913
ILLU_10332_136_1,The Dead Toreador,Edouard Manet,https://www.nga.gov/collection/art-object-page.1179.html,Oil on canvas , 75.9 x 153.3cm , probably 1864
ILLU_10347_333_0,Before the Start,Edgar Degas,,Oil on canvas ,, 1878
ILLU_10350_381_0,Self-portrait with white turbaned,Paul Cézanne,,Oil on canvas , 55 x 46cm , 1882
ILLU_10350_385_0,"View of Arles, Flowering Orchards",Vincent van Gogh,"https://en.wikipedia.org/wiki/View_of_Arles,_Flowering_Orchards",Oil on canvas , 72 x 92cm , 1889
ILLU_10351_400_1,Portrait of Helene Weigle,Ferdinand Hodler,,,,
ILLU_10358_91_2,The Town Hall at Auvers,Vincent van Gogh,https://en.wikipedia.org/wiki/The_Town_Hall_at_Auvers,Oil on canvas , 72 x 93cm , 1890
ILLU_10358_95_2,Burial,Emil Nolde,,,,1915
ILLU_10365_16_0,Still Life with Plaster Torso,Henri Matisse,,,,1928
ILLU_10453_94_0,Breton Woman and her Little Girl,Jean-Baptiste Camille Corot,,Oil on panel , 28 x 38cm , 1865
ILLU_10453_99_0,Young Algerian Woman Lying on the Grass,Jean-Baptiste Camille Corot,,Oil on canvas ,, 1873
ILLU_10456_19_0,Remise de chevreuils au ruisseau de Plaisir-Fontaine,Gustave Courbet,https://commons.wikimedia.org/wiki/File:Gustave_courbet%2C_esercizi_dei_cerbiatti_nella_riserva_di_plaisir-fontaine%2C_1866%2C_01.JPG?uselang=fr,Huile sur toile , 174 x 209cm , 1866
ILLU_10456_73_1,L'Atelier du peintre. Allégorie Réelle déterminant une phase de sept années de ma vie artistique (et morale),Gustave Courbet,https://en.wikipedia.org/wiki/The_Painter's_Studio,Huile sur toile , 361 x 598cm , 1855
ILLU_10462_30_0,Sleeping Savoyard Boy,Wilhelm Leibl,,,,1869
ILLU_10464_80_0,Self-Portrait,Paul Gauguin,,Oil on canvas , 65.2 x 54.3cm , 1885
ILLU_10466_479_0,Tulips in a Vase,Paul Cézanne,,Oil on canvas , 72.5 x 42cm , 1892
ILLU_10482_312_0,"""Ecce""",Victor Hugo,https://parismuseescollections.paris.fr/node/210512,"Plume (arts graphiques), Lavis, Fusain, Pierre noire, Gouache, Encre, Papier ", 41.7 x 32.5cm , 1854
ILLU_10548_90_0,The Poor Fisherman,Pierre Puvis de Chavannes,https://commons.wikimedia.org/wiki/File:Pierre_Puvis_de_Chavannes_-_The_Poor_Fisherman_-_Google_Art_Project.jpg,Oil on canvas , 155.5 x 192.5cm , 1881
ILLU_10556_266_0,The Dance,Jean-Antoine Watteau,https://commons.wikimedia.org/wiki/File:1719_Watteau_Der_Tanz_anagoria.JPG,Oil on canvas , 97 x 116cm , 1719
ILLU_10556_267_0,The Love Lesson,Jean-Antoine Watteau,https://commons.wikimedia.org/wiki/File:Antoine_Watteau_-_The_Love_Lesson_-_Google_Art_Project.jpg,Oil on panel , 440 x 610mm , 1716-1717
ILLU_10559_352_0,Marguerite in the Church with the Evil Spirits,Eugène Delacroix,,Lithography ,, 1828
ILLU_10649_243_0,Regatta at Sainte-Adresse,Claude Monet,https://www.metmuseum.org/art/collection/search/437136,Oil on canvas , 75.2 x 101.6cm , 1867
ILLU_10652_152_0,Portrait of the painter Karl Hagemeister,Carl Schuch,https://commons.wikimedia.org/wiki/File:Karl_Hagemeister_by_Carl_Schuch.jpg,Oil on canvas , 40 x 34.5cm , 1876
ILLU_10654_151_0,Le Déjeuner sur l'herbe,Édouard Manet,https://fr.wikipedia.org/wiki/Le_D%C3%A9jeuner_sur_l'herbe,Oil on canvas , 208 x 264.5cm , 1863
ILLU_10666_452_0,Washerwomen in a Willow Grove,Jean-Baptiste-Camille Corot,https://www.clarkart.edu/ArtPiece/Detail/Washerwomen-in-a-Willow-Grove,Oil on canvas , 15 x 18.2in , 1871
ILLU_10670_173_0,Spanish Ballet,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_-_Spanish_Ballet_-_Google_Art_Project.jpg,Oil on canvas , 24 x 35.6mm , 1862
ILLU_10670_194_0,Orpheus,Pierre Puvis de Chavannes,,,,
ILLU_10672_152_0,The Absinthe Drinker,Édouard Manet,https://en.wikipedia.org/wiki/The_Absinthe_Drinker_(Manet_painting),Oil on canvas , 178 x 103cm , 1859
ILLU_10708_139_0,"Faust, Goethe's Tragedy",Eugène Delacroix,,,,1828
ILLU_10725_389_0,Nana,Édouard Manet,https://en.wikipedia.org/wiki/Nana_(painting),Oil on canvas , 154 x 115cm , 1877
ILLU_10787_20_0,The Gare St-Lazare,Claude Monet,https://www.nationalgallery.org.uk/paintings/claude-monet-the-gare-st-lazare,Oil on canvas , 54.3 x 73.6cm , 1877
ILLU_10881_193_0,In the Dance Studio,Edgar Degas,,Pastel ,, 1897
ILLU_10933_84_0,Self-Portrait,Vincent van Gogh,https://www.nga.gov/collection/art-object-page.106382.html,Oil on canvas , 57.8 x 44.5cm , 1889
ILLU_10939_98_0,Les Tournesols,Vincent van Gogh,https://www.nationalgallery.org.uk/paintings/vincent-van-gogh-sunflowers,Oil on canvas , 92.1 x 73cm , 1888
ILLU_10948_173_0,Oedipus the Wayfarer,Gustave Moreau,,Oil on canvas , 95 x 125cm , 1888
ILLU_10948_175_0,Promethée,Gustave Moreau,,"Oil, watercolor, canvas ", 51.5 x 87cm , 1868
ILLU_10948_176_0,Leda,Gustave Moreau,,,,1875
ILLU_10955_51_0,Reclining Nude,Auguste Renoir,https://www.metmuseum.org/art/collection/search/438013,Oil on canvas , 65.1 x 81.3cm , 1883
ILLU_10955_68_0,Girl with Flowers,Auguste Renoir,,Oil on canvas , 65 x 54cm , 1888
ILLU_10962_311_0,The Rose Picker,Anton Romako,https://sammlung.belvedere.at/objects/852/die-rosenpfluckerin,Oil on canvas , 89 x 66cm , c. 1882/1884
ILLU_10976_218_0,Terrasse du café le soir,Vincent van Gogh,https://fr.wikipedia.org/wiki/Terrasse_du_caf%C3%A9_le_soir,Oil on canvas , 81 x 65.5cm , 1888
ILLU_11231_586_0,The Black Marble Clock,Paul Cézanne,,Oil on canvas , 55.2 x 74.3cm , 1870
ILLU_11283_353_0,Chasse au lion,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Chasse_au_lion_%281858%29.jpg?uselang=fr,Huile sur toile , 91.7 x 117.5cm , 1858
ILLU_11285_99_0,The Painter on His Way to Work,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Der_Maler_auf_dem_Weg_zur_Arbeit.jpeg,Oil on canvas , 48 x 44cm , 1888
ILLU_11288_480_0,Bridge Across the Marne at Créteil (Banks of the Marne),Paul Cézanne,http://www.arts-museum.ru/,Oil on canvas , 71 x 90cm , 1895
ILLU_11291_62_0,"Portrait d'Aline Chassériau (1822-1871), sœur de l’artiste",Théodore Chassériau,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.92 x 0.73m , 1835
ILLU_11305_398_0,Self-Portrait,Vincent van Gogh,https://www.nga.gov/collection/art-object-page.106382.html,Oil on canvas , 57.8 x 44.5cm , 1889
ILLU_11308_43_0,Portrait of Suzanne Manet,Édouard Manet,,Oil on canvas , 60 x 50cm , 1870
ILLU_11309_34_0,"Volterra, la citadelle (Italie)",Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.47 x 0.82m , 1834
ILLU_11310_174_0,A girl's head,Thomas Couture,,Oil on canvas , 39.7 x 32.4cm,
ILLU_11312_260_0,Still Life with Asphodels,Henri Matisse,,,114 x 87cm , 1907
ILLU_11321_148_0,The Cattle Dealer,Marc Chagall,,Oil on canvas , 97 x 200.5cm , 1912
ILLU_11340_634_2,The Reaper (after Millet),Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_maaier_%28naar_Millet%29_-_s0198V1962_-_Van_Gogh_Museum.jpg,Oil on canvas , 44 x 33cm , 1889
ILLU_11340_637_0,The Good Samaritan,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Der_barmherzige_Samariter.jpeg,Oil on canvas , 73 x 60cm , -1890
ILLU_11341_686_0,Jas de Bouffan,Paul Cézanne,,Oil on canvas ,, 1887
ILLU_11341_689_3,Boy With a Straw Hat,Paul Cézanne,http://collections.lacma.org/node/229563,Oil on canvas , 68.9 x 58.1cm , 1896
ILLU_11363_119_1,Painter's Family,Henri Matisse,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+paintings/28469,Oil on canvas , 143 x 194cm , 1911
ILLU_11363_120_3,Queen Isabella,Pablo Picasso,,Oil on canvas ,, 1908
ILLU_11367_186_0,Self Portrait from L'ile Saint Louis,Henri Rousseau,,Oil on canvas , 113 x 146cm , 1890
ILLU_11374_400_2,Still life with the mandolin,Pablo Picasso,,Oil on canvas , 97 x 130cm , 1924
ILLU_11377_37_0,Portraits de famille,Suzanne Valadon,https://commons.wikimedia.org/wiki/File:Portrait_de_famille%2C_1912_-_Suzanne_Valadon.jpg?uselang=fr,,,1912
ILLU_11379_85_0,The Old Musician,Edouard Manet,https://www.nga.gov/collection/art-object-page.46637.html,Oil on canvas , 187.4 x 248.2cm , 1862
ILLU_11379_87_1,Émile Zola,Édouard Manet,https://fr.wikipedia.org/wiki/Portrait_d'%C3%89mile_Zola,Huile sur toile , 146.5 x 114cm , 1868
ILLU_11379_88_0,The Exposition Universelle,Édouard Manet,,Oil on canvas ,, 1867
ILLU_11381_137_0,Richard Wagner,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Richard_Wagner.jpg?uselang=fr,Huile sur toile , 53 x 46cm , 1882
ILLU_11388_389_1,Avignon from the West,Jean-Baptiste-Camille Corot,https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-avignon-from-the-west,Oil on canvas , 34 x 73.2cm , 1836
ILLU_11388_391_0,Eva Gonzalès,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-eva-gonzales,Oil on canvas , 191.1 x 133.4cm , 1870
ILLU_11420_154_0,Autoportrait,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr,Huile sur toile , 70 x 55cm , 1917
ILLU_11426_367_0,Le Fifre,Édouard Manet,https://fr.wikipedia.org/wiki/Le_Fifre_(Manet),Huile sur toile , 160.5 x 97cm , 1866
ILLU_11426_372_1,Le Foyer de la danse à l'Opéra de la rue Le Peletier,Edgar Degas,https://commons.wikimedia.org/wiki/File:Edgar_Degas_-_Rehearsal_of_the_Scene.jpg,Huile sur toile , 33 x 46cm , 1872
ILLU_11435_413_0,"Westminster Bridge, with the Lord Mayor's Procession on the Thames",Canaletto,https://collections.britishart.yale.edu/catalog/tms:4994,Oil on canvas , 95.9 x 127.6cm , 1747
ILLU_11447_107_0,Four Bathers,Paul Cézanne,,Oil on canvas , 35 x 39.5cm , 1880
ILLU_11448_132_0,Odalisque with a Turkish Chair,Henri Matisse,,Oil on canvas , 60 x 73cm , 1928
ILLU_11454_235_0,View of Rouen,Camille Pissarro,,Oil on canvas ,, 1883
ILLU_11456_355_0,Mlle. Bécat at the Café des Ambassadeurs,Edgar Degas,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Mlle._B%C3%A9cat_at_the_Caf%C3%A9_des_Ambassadeurs_(Mlle._B%C3%A9cat_au_Caf%C3%A9_des_Ambassadeurs)_-_Edgar_Degas.jpg,Lithograph on wove japan paper , 21 x 18.7cm , c. 1877
ILLU_11458_231_0,Woman with raven,Pablo Picasso,,Gouache on cardboard , 64.6 x 49.5cm , 1904
ILLU_11471_47_0,Nude in An Armchair (Nu Au Fauteuil),Henri Matisse,,,,1920
ILLU_11479_175_0,The Bulgarian Blouse,Henri Matisse,,,,1920
ILLU_11479_176_0,Domino Players,Henri Matisse,,,,1921
ILLU_11485_23_0,Two women drinking bocks,Édouard Manet,,Pastel on paper ,, 1878
ILLU_11492_237_0,Portrait de Berthe Morisot à l'éventail,Édouard Manet,https://commons.wikimedia.org/wiki/File:Berthe_Morisot_Manet_Lille_2918.jpg,Oil on canvas , 61 x 50.5cm , 1874
ILLU_11501_229_0,Portrait of the Countess of Tournon,Jean-Auguste-Dominique Ingres,"https://commons.wikimedia.org/wiki/File:Jean-Auguste-Dominique_Ingres,_French_-_Portrait_of_the_Countess_of_Tournon_-_Google_Art_Project.jpg",Oil on canvas , 924.6 x 732.5mm , 1812
ILLU_11502_293_0,The Toll House,Henri Rousseau,,Oil on canvas , 32.8 x 40.6cm , 1890
ILLU_11503_400_0,Portraits à la Bourse,Edgar Degas,https://fr.wikipedia.org/wiki/Portraits_%C3%A0_la_Bourse,Huile sur toile , 1000 x 820mm , 1878 - 1879
ILLU_11512_212_0,"The Artist's Father, Reading ""L'Événement""",Paul Cézanne,https://www.nga.gov/collection/art-object-page.52085.html,Oil on canvas , 198.5 x 119.3cm , 1866
ILLU_11513_215_0,In the Oise Valley,Paul Cézanne,,Oil on canvas ,, 1874
ILLU_11513_217_0,Village Fete (October),Hans Wertinger,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+paintings/38670,Oil on panel , 22.5 x 40cm , Late 15th - first third of the 16th century
ILLU_11516_327_0,Maison Maria with a View of Château Noir,Paul Cézanne,,Oil on canvas , 65 x 81cm , c. 1895
ILLU_11518_33_0,Scène de comédie,Honoré Daumier,https://commons.wikimedia.org/wiki/File:Honor%C3%A9_Daumier_-_Scene_from_a_Comedy_-_WGA05959.jpg?uselang=fr,Huile sur panneau , 33 x 25cm , 1858 and 1862
ILLU_11521_92_0,Portrait of Alfred Bruyas,Gustave Courbet,https://commons.wikimedia.org/wiki/File:Courbet-Buyas-Fabre.jpg,Oil on canvas , 91 x 72cm , 1853
ILLU_11547_61_0,The Dance Class,Edgar Degas,https://www.metmuseum.org/art/collection/search/438817,Oil on canvas , 83.5 x 77.2cm , 1874
ILLU_11557_51_0,Interrupted Reading,Jean Baptiste Camille Corot,,Oil on canvas mounted on board , 16 x 25in , c. 1870
ILLU_11557_55_0,"La Trinité-des-Monts (Rome, Italie)",Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.45 x 0.74m , Vers 1830
ILLU_11564_195_0,Autoportrait,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr,Huile sur toile , 70 x 55cm , 1917
ILLU_11583_181_0,Guinguette,Vincent van Gogh,,,,1886
ILLU_11589_322_0,The Guitar Player,Johannes Vermeer,https://en.wikipedia.org/wiki/The_Guitar_Player_(Vermeer),Oil on canvas , 53 x 46.3cm , c. 1670-1672
ILLU_11592_62_0,"Madame Cézanne (Hortense Fiquet, 1850–1922) in a Red Dress",Paul Cézanne,https://www.metmuseum.org/art/collection/search/435876,Oil on canvas , 116.5 x 89.5cm , 1888-90
ILLU_11595_266_0,Femmes d'Alger dans leur appartement,Eugène Delacroix,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 1.8 x 2.29m , Salon de 1834
ILLU_11629_470_0,Young Girl with a Fan,Berthe Morisot,,Oil on canvas , 54 x 65cm , 1893
ILLU_11892_30316_1,Seashore with a Fisherman,Caspar David Friedrich,https://sammlung.belvedere.at/objects/2496/meeresstrand-mit-fischer,Oil on canvas , 33.5 x 51cm , c. 1807
ILLU_11999_127_1,Gentleman of the Trivulzio Family,Bernardino dei Conti,https://www.dia.org/art/collection/object/gentleman-trivulzio-family-41245,Oil on wood panel , 42.9 x 29.1 x 0.7in , 1450 and 1528
ILLU_12001_207_1,The Battle of Constantine and Licinius,Peter Paul Rubens,https://art.nelson-atkins.org/objects/29227/the-battle-of-constantine-and-licinius,Oil on wood panel , 14.6 x 22.6in , 1622
ILLU_12008_27283_2,Madame Cézanne à la jupe rayée,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Madame_C%C3%A9zanne_dans_un_fauteuil_rouge%2C_par_Paul_C%C3%A9zanne.jpg?uselang=fr,Huile sur toile , 72.5 x 56cm , 1877
ILLU_12038_204_0,"Judith and Her Maidservant with the Head of Holofernes
Judith with the Head of Holofernes",Titian,https://www.dia.org/art/collection/object/judith-and-her-maidservant-head-holofernes-63581,Oil on canvas , 44.4 x 37.4 x 0.9in , 1570
ILLU_12196_2405_0,The Plumed Hat,Henri Matisse,https://www.nga.gov/collection/art-object-page.46643.html,Oil on canvas , 47.7 x 38.1cm , 1919
ILLU_12203_515208_0,The Temptation of Christ on the Mountain,Duccio,https://commons.wikimedia.org/wiki/File:Duccio_-_The_Temptation_on_the_Mount.jpg,Tempera on wood , 43 x 46cm , c. 1308
ILLU_12215_242504_1,The sculpture,Pablo Picasso,,,,1925
ILLU_12219_2803_0,Portrait of Hendrickje Stoffels in silk wrap,Rembrandt,https://commons.wikimedia.org/wiki/File:Rembrandt_-_Portrait_of_Hendrickje_Stoffels_-_Hendrickje_Stoffels_-_1659.jpg,Oil on panel , 72.5 x 51.5cm , 1659
ILLU_12436_264_0,Portrait of Madame Paul Guillaume with a large hat,André Derain,,Oil on canvas , 92 x 73cm , 1928
ILLU_12436_265_0,Woman with violin,Henri Matisse,,Oil on canvas , 55 x 46cm , 1923
ILLU_12436_266_0,Corner of the Plateau of Bellevue,Henri Rousseau,,Oil on canvas ,, 1902
ILLU_12651_905_2,Port Scene with the Villa Medici,Claude Lorrain,https://commons.wikimedia.org/wiki/File:Lorrain.seaport.jpg,Oil on canvas , 102 x 133cm , 1637
ILLU_12665_507_0,Diego Martelli (1839 - 1896),Edgar Degas,,Oil on canvas , 110.4 x 99.8cm , 1879
ILLU_12765_2101_0,"Fruits, serviette et boîte à lait",Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Fruits%2C_serviette_et_bo%C3%AEte_%C3%A0_lait.jpg?uselang=fr,,60 x 73cm , 1880 and 1881
ILLU_13062_112_0,The Sorcerer of Hiva Oa (Marquesan Man in the Red Cape),Paul Gauguin,,Oil on canvas ,, 1902
ILLU_13084_317_0,"Napoleon's Stallion, Tamerlan",Theodore Gericault,,Oil on canvas , 37 x 45.2cm,
ILLU_13259_555_0,Les Casseurs de pierres,Gustave Courbet,https://en.wikipedia.org/wiki/The_Stone_Breakers,Huile sur toile , 165 x 257cm , 1849
ILLU_13284_211_0,The Toll House,Henri Rousseau,,Oil on canvas , 32.8 x 40.6cm , 1890
ILLU_13292_308_0,"Courtyard of the Hospital at Arles, The",Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Garten_des_Hospitals_in_Arles1.jpeg,Oil on canvas , 73 x 92cm , 1889
ILLU_13345_136_0,Young Boy Peeling a Pear,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_007.jpg,Oil on canvas , 85 x 71cm , 1868
ILLU_13357_212_1,Champ de blé aux corbeaux,Vincent van Gogh,https://en.wikipedia.org/wiki/Wheatfield_with_Crows,Huile sur toile , 50.2 x 103cm , 1890
ILLU_13363_314_0,Woman in a Straw Hat,Auguste Renoir,,Oil on canvas ,, 1880
ILLU_13368_72_0,"Nice, souvenir de la promenade des Anglais",Henri de Toulouse-Lautrec,https://parismuseescollections.paris.fr/node/227099,"Peinture à l'huile, Toile (matériau) ", 38.5 x 50cm , 1880
ILLU_13368_78_0,Yvette Gilbert Singing,Henri de Toulouse-Lautrec,,"Essence, cardboard ", 57 x 42cm , 1894
ILLU_13377_348_0,The Treasurer,Oskar Kokoschka,https://sammlung.belvedere.at/objects/8248/der-rentmeister,Oil on canvas , 74 x 59cm , 1910
ILLU_13408_308_0,Harlequin,Pablo Picasso,,,,1918
ILLU_14279_119_0,The Huntsman's Picnic,Gustave Courbet,,Oil on canvas ,, 1858
ILLU_14279_120_0,Luncheon in the Studio,Édouard Manet,https://en.wikipedia.org/wiki/Luncheon_in_the_Studio,Oil on canvas , 118 x 153.9cm , 1868
ILLU_14279_122_0,Children's Afternoon at Wargemont,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_L%27apr%C3%A8s-midi_des_enfants_%C3%A0_Wargemont_-_Google_Art_Project.jpg,Oil on canvas , 127 x 173cm , 1884
ILLU_14279_127_0,Portrait of Josephine Gaujelin,Edgar Degas,,Oil on canvas , 35 x 26.5cm , 1867
ILLU_14289_271_0,Around the Fish,Paul Klee,,Oil and tempera on canvas mounted on cardboard , 46.7 x 63.8cm , 1926
ILLU_14307_347_1,"Mandolin, Glass, Pot and Fruit",Georges Braque,,Oil on canvas , 81 x 116cm , 1927
ILLU_14311_283_0,Pot of Geraniums,Henri Matisse,https://www.nga.gov/collection/art-object-page.46516.html,Oil on linen , 41.3 x 33.3cm , 1912
ILLU_14351_140_1,Portrait d'Ambroise Vollard au chat,Pierre Bonnard,https://parismuseescollections.paris.fr/node/226445,"Peinture à l'huile, Toile (matériau) ", 96.5 x 111cm , Vers 1924
ILLU_14369_168_3,Portrait of Christine Freifrau von Schönberg,Ferdinand von Rayski,https://commons.wikimedia.org/wiki/File:Ferdinand_von_Rayski_-_Bildnis_der_Freifrau_Christine_von_Sch%C3%B6nberg_-_Google_Art_Project.jpg,Oil on canvas , 92 x 78cm , 1864 or 1868
ILLU_14415_51_0,The Wolf of Agubbio,Luc-Olivier Merson,,,,1877
ILLU_14489_122_0,Children's Afternoon at Wargemont,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_L%27apr%C3%A8s-midi_des_enfants_%C3%A0_Wargemont_-_Google_Art_Project.jpg,Oil on canvas , 127 x 173cm , 1884
ILLU_14489_124_0,After the Luncheon,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_After_the_Luncheon_-_Google_Art_Project.jpg,Oil on canvas , 81.3 x 100.5cm , 1879
ILLU_14489_128_0,Portrait&nbsp;of&nbsp;the couple&nbsp;Sisley,Auguste Renoir,,Oil on canvas , 75 x 105cm , 1868
ILLU_14975_263_2,Camille Monet (1847–1879) on a Garden Bench,Claude Monet,https://www.metmuseum.org/art/collection/search/438003,Oil on canvas , 60.6 x 80.3cm , 1873
ILLU_14975_265_0,In the Oise Valley,Paul Cézanne,,Oil on canvas ,, 1874
