journal_id;level;keyword;;;;
;1.3.6.31 ;Monatsschrift für Ncuc Literatur und Kunst;;;;
;1.3.6.32 ;Morgen;;;;
;1.3.6.33 ;Muscumskunde;;;;
;1.3.6.34 ;Neue deutsche Rundschau;;;;
;1.3.6.35 ;Nouvelle Gazette dc Zürich;;;;
;1.3.6.36 ;Pan;;;;
;1.3.6.37 ;Punch;;;;
;13.6.38 ;Querschnitt;;;;
;1.3.6.39 ;Simplicissimus (1895 - );;;;
;1.3.6.40 ;Der Sturm;;;;
;1.3.6.41 ;Überall;;;;
;1.3.6.42 ;Ulk (Berlin);;;;
;1.3.6.43 ;Ver Sauum;;;;
;1.3.6.44 ;Die Weissen Blauer;;;;
;1.3.6.45 ;Zeitschrift für bildende Kunst;;;;
;1.3.6.46 ;Zeitschrift für christlischc Kunst;;;;
;1.3.6.47 ;Zukunft;;;;
;1.3.7 ;Journaux/Revues suisses;;;;
;1.3.7.1 ;L'Art suisse;;;;
9379;1.4 ;Bewertungen. Einschatzungen der Kritik;;;;
9672;1.4.1 ;Definition der deutsch-französischen Beziehungen;;;;
;1.4.1.1 ;Internationaler Wettbewerb;;;;
;1.4.1.2 ;Vergleich Deutschland und Frankreich;;;;
;1.4.1.3 ;Überlegenheit Frankreichs;;;;
;1.4.1.4 ;Überlegenheit Deutschlands;;;;
;1.4.1.5 ;Vorbild Frankreich;;;;
;1.4.1.6 ;Vorbild Deutschland;;;;
;1.4.1.7 ;Deutsche-französische Zusammenarbeit;;;;
;1.4.1.8 ;Selbständigkeit Deutchlands;;;;
;1.4.1.9 ;Entwicklung Deutschland. deutscher Kunst;;;;
;1.4.1.10 ;Mangel an Kenntnis deutscher Kunst;;;;
;1.4.1.11 ;Mangel an Kenntnis französischer Kunst;;;;
;1.4.2 ;Künstlerische und geschichtliche Auffassung;;;;
;1.4.2.1 ;Museologie. Museographie;;;;
;1.4.2.2 ;Attributions;;;;
;1.4.2.3 ;Kunstgeschichte/Kunstkritik als Fach;;;;
;1.4.2.4 ;Tainische Theorie;;;;
;1.4.2.5 ;Germanisch vs Romanisch;;;;
;1.4.2.6 ;Stilkritik- ethaique;;;;
;1.4.2.7 ;Ursprung der gothischen Kunst;;;;
;1.4.2.8 ;Geschmack;;;;
;1.4.2.9 ;Kultur- Civilisation;;;;
;1.4.2.10 ;Modernität;;;;
;1.4.2.11 ;Les deux Allemagnes;;;;
;1.4.2.12 ;München als Kunsthauptstadt;;;;
;1.4.2.13 ;Kunst ohne Grenzen;;;;
9380;1.4.3 ;Ästhetische- moralische- technische Bewertungen;;;;
11388;1.4.4 ;Nationale Charakterisierung;;;;
