id,_descrpiton,_artist,_material,_dimensions,_date-artwork,year,keywords
ILLU_12659_51_0,Vase with Irises,Vincent van Gogh,oil on canvas,92.10x73.70cm,1890.0,1927,Reproduction
ILLU_12659_54_0,Cypresses,Vincent van Gogh,oil on canvas,93.40x74.00cm,1889.0,1927,Reproduction
ILLU_12668_32_0,Portrait de l'artiste au fond rose,Paul Cézanne,oil on canvas,,1875.0,1938,Reproduction
ILLU_12753_5002_2,Morning,Caspar David Friedrich,oil on canvas,22.00x30.50cm,1816.0,1934,Reproduction
ILLU_13074_291_0,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,oil on canvas,91.40x73.70cm,1888.0,1912,Reproduction
ILLU_13084_314_0,Bathing Place,Paul Gauguin,oil on canvas,60.00x73.00cm,1886.0,1913,Reproduction
ILLU_13298_74_0,Domino Players,Henri Matisse,,,1921.0,1922,Reproduction
ILLU_13315_384_0,Young Smoking a Pipe,Eugène Zak,,,1925.0,1926,Reproduction
ILLU_13395_79_0,The Sorcerer of Hiva Oa (Marquesan Man in the Red Cape),Paul Gauguin,oil on canvas,,1902.0,1931,Reproduction
ILLU_14257_293_1,The Kiss,Max Ernst,oil on canvas,129.00x161.20cm,1927.0,1933,Reproduction
ILLU_14268_20_0,The Promenade,Pierre-Auguste Renoir,oil on canvas,81.30x64.80cm,1870.0,1930,Reproduction
ILLU_14275_400_0,Still Life: The Table,Georges Braque,oil on canvas,81.30x130.80cm,1928.0,1929,Reproduction
ILLU_14317_183_0,The sculpture,Pablo Picasso,,,1925.0,1932,Reproduction
ILLU_14319_404_0,Pleiades,Max Ernst,collage on paper,25.00x18.00cm,1920.0,1932,Reproduction
ILLU_14351_140_2,Odalisque,Henri Matisse,,,1918.0,1929,Reproduction
ILLU_14369_168_0,The Seated Zouave,Vincent van Gogh,oil on canvas,81.00x65.00cm,1888.0,1930,Reproduction
ILLU_14374_65_8,The Blue House,Marc Chagall,oil on canvas,66.00x96.80cm,1917.0,1929,Reproduction
ILLU_14377_351_3,Woman with Umbrella,Georges Seurat,oil on canvas,,1884.0,1928,Reproduction
ILLU_14405_32_0,Gelmeroda IX,Lyonel Feininger,,,1926.0,1938,Reproduction
ILLU_14458_224_0,l'Enseigne de Gersaint,Jean-Antoine Watteau,painting,,1720.0,1910,Reproduction
ILLU_14552_225_0,The Promenader,Henry Wolf,photomechanical wood engraving on paper,12.80x18.90cm,1890.0,1905,Reproduction
ILLU_14943_417_3,Adoration of the shepherds,Hugo van der Goes,oil on oak wood,97.00x245.00cm,1480.0,1927,Reproduction
ILLU_14967_143_0,Portrait of sara andriesdr hessix,Frans Hals,oil painting,87.00x70.00cm,1626.0,1924,Reproduction
ILLU_14977_295_0,Still life with commode,Paul Cézanne,,,1883.0,1926,Reproduction
ILLU_14977_297_0,"View of Arles, Flowering Orchards",Vincent van Gogh,oil on canvas,72.00x92.00cm,1889.0,1926,Reproduction
ILLU_14978_333_2,Young Girl Reading,Pierre-Auguste Renoir,oil on canvas,55.50x46.50cm,1886.0,1926,Reproduction
ILLU_15031_10_1,Peasant Interior with an Old Flute Player,Le Nain,oil on canvas,54.10x62.10cm,1642.0,1920,Reproduction
ILLU_15035_13_0,Portrait de Théodore Duret,Edouard Manet,"oil paint, canvas (material)",46.50x35.50cm,1868.0,1920,Reproduction
ILLU_15039_12_2,Herman Langelius,Frans Hals,,76.00x63.50cm,1660.0,1920,Reproduction
ILLU_15190_170_1,Portrait of Margareta van Eyck,Jan van Eyck,oil on panel,32.60x25.80cm,1439.0,1927,Reproduction
ILLU_15299_195_0,The chandelier females,Albrecht Dürer,,,1513.0,1878,Reproduction
ILLU_15316_482_1,The Rich Man The Queen,Hans Holbein le Jeune,woodcut on paper,64.00x96.00cm,1525.0,1884,Reproduction
ILLU_15405_339_0,St. Jerome in His Study,Albrecht Dürer,oak wood,59.50x48.50cm,1521.0,1928,Reproduction
ILLU_15678_27_1,Portrait of a Bearded Man in a Red Hat,Albrecht Dürer,oil on canvas,,1520.0,1912,Reproduction
ILLU_15678_30_0,Adoration of the Trinity,Albrecht Dürer,oil on poplar wood,135.00x123.40cm,1511.0,1912,Reproduction
ILLU_15678_31_1,Judith with the head of Holofernes,Lucas Cranach l'Ancien,oil on wood,87.00x56.00cm,1530.0,1912,Reproduction
ILLU_15691_128_0,Study for the Family Portrait of Thomas More,Hans Holbein le Jeune,,38.90x52.40cm,1527.0,1911,Reproduction
ILLU_15996_320_0,Rocky Bay with Figures,Joseph Mallord William Turner,oil paint on canvas,90.20x123.20cm,1827.0,1906,Reproduction
ILLU_10332_134_0,Don Quixote and the Dead Mule,Honoré Daumier,oil on wood,24.80x46.00cm,1864.0,1910,Reproduction
ILLU_10332_135_0,The Races in the Bois de Boulogne,Édouard Manet,oil on canvas,73.00x92.00cm,1872.0,1910,Reproduction
ILLU_10332_138_0,"Argenteuil, Seen from the Small Arm of the Seine",Claude Monet,,,1872.0,1910,Reproduction
ILLU_10332_146_0,"Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)",Auguste Renoir,oil on canvas,153.70x190.20cm,1878.0,1910,Reproduction
ILLU_10332_95_0,The Tragic Actor (Rouvière as Hamlet),Edouard Manet,oil on canvas,187.20x108.10cm,1866.0,1910,Reproduction
ILLU_10347_334_0,Café Singer,Hilaire Germain Edgar Degas,oil on canvas,40.64x40.64cm,1879.0,1912,Reproduction
ILLU_10364_264_0,Self-portrait of the painter and his wife in the studio,Franz von Stuck,oil on canvas,159.50x179.50cm,1902.0,1935,Reproduction
ILLU_10397_153_0,The Seine at Argenteuil,Claude Monet,oil on canvas,79.80x59.80cm,1875.0,1910,Reproduction
ILLU_10398_349_0,Scène des massacres de Scio&nbsp;; familles grecques attendant,Eugène Delacroix,oil on canvas,41.90x35.40cm,1824.0,1911,Reproduction
ILLU_10446_106_0,"Anthony: Help me, O my God! (plate 2)",Odilon Redon,lithography on paper,,1896.0,1903,Reproduction
ILLU_10456_80_0,Young Ladies of the Village,Gustave Courbet,oil on canvas,194.90x261.00cm,1851.0,1905,Reproduction
ILLU_10466_523_0,Houses Along a Road,Paul Cézanne,oil on canvas,,1881.0,1908,Reproduction
ILLU_10479_246_0,Luncheon in the Studio,Édouard Manet,oil on canvas,118.00x153.90cm,1868.0,1910,Reproduction
ILLU_10649_239_0,Vétheuil,Claude Monet,oil on canvas,60.00x81.00cm,1879.0,1903,Reproduction
ILLU_10654_148_0,The Spanish Singer,Edouard Manet,oil on canvas,147.30x114.30cm,1860.0,1911,Reproduction
ILLU_10654_150_1,Spanish Ballet,Édouard Manet,oil on canvas,2.40x3.56cm,1862.0,1911,Reproduction
ILLU_10663_95_0,The Card Players (Les Joueurs de cartes),Paul Cézanne,,134.00x181.50cm,1890.0,1906,Reproduction
ILLU_10664_349_0,Vase with Musk-mallows,Vincent van Gogh,oil on canvas,91.00x50.50cm,1886.0,1910,Reproduction
ILLU_10670_171_0,The Garden at Bellevue,Édouard Manet,oil on canvas,65.00x54.00cm,1880.0,1903,Reproduction
ILLU_10670_192_0,Still Life with Fruit Dish,Paul Cézanne,oil on canvas,46.40x54.60cm,1879.0,1903,Reproduction
ILLU_10670_195_0,"Baigneuses, plage du Pouldu",Maurice Denis,"oil paint, canvas (material)",73.00x100.00cm,1899.0,1903,Reproduction
ILLU_10672_68_0,The Thames below Westminster,Claude Monet,oil on canvas,47.00x73.00cm,1871.0,1906,Reproduction
ILLU_10677_61_0,La Chanteuse de rue,Édouard Manet,oil on canvas,174.00x118.00cm,1862.0,1899,Reproduction
ILLU_10706_454_0,Erminia and the Shepherds,Eugène Delacroix,oil on canvas,82.00x104.50cm,1859.0,1909,Reproduction
ILLU_10720_489_0,Harry Graf Kessler,Edvard Munch,oil on canvas,86.00x75.00cm,1904.0,1903,Reproduction
ILLU_10728_193_0,Les mères diaboliques,Giovanni Segantini,oil on canvas,105.00x200.00cm,1894.0,1895,Reproduction
ILLU_10888_642_0,Black and Violet,Wassily Kandinsky,,,1923.0,1925,Reproduction
ILLU_10933_87_0,The Call,Paul Gauguin,oil on fabric,131.30x89.50cm,1902.0,1912,Reproduction
ILLU_10943_292_0,"La chemise enlevée, baigneuses",Gaston de Latouche,"oil paint, canvas (material)",208.00x219.00cm,1913.0,1913,Reproduction
ILLU_10949_64_0,Langlois Bridge at Arles,Vincent van Gogh,"oil on canvas, digital reconstruction of the original colours",49.50x64.00cm,1888.0,1914,Reproduction
ILLU_10964_370_0,Etchings of Paris:  The Notre Dame Pump,Charles Meryon,etching,,1852.0,1919,Reproduction
ILLU_10966_137_0,Still life with commode,Paul Cézanne,,,1883.0,1922,Reproduction
ILLU_10966_139_0,Road at Pontoise,Paul Cézanne,oil on canvas,58.00x71.00cm,1877.0,1922,Reproduction
ILLU_10973_194_0,The Potato Eaters,Vincent van Gogh,lithograph on japan paper,26.50x32.50cm,1885.0,1928,Reproduction
ILLU_10973_195_0,Winter Garden,Vincent van Gogh,,,1884.0,1928,Reproduction
ILLU_10973_196_0,Canal,Vincent van Gogh,pencil on paper,,1873.0,1928,Reproduction
ILLU_10976_221_0,Landscape with wheat sheaves and rising moon,Vincent van Gogh,,,1889.0,1929,Reproduction
ILLU_11231_587_0,The Call,Paul Gauguin,oil on fabric,131.30x89.50cm,1902.0,1911,Reproduction
ILLU_11245_673_0,Portrait of Rosita Mauri,Édouard Manet,,85.00x65.00cm,1870.0,1912,Reproduction
ILLU_11246_764_0,Mary Magdalene in the Desert,Pierre Puvis de Chavannes,oil on canvas,,1869.0,1912,Reproduction
ILLU_11283_321_0,Self Portrait,Caspar David Friedrich,,,1810.0,1911,Reproduction
ILLU_11288_481_0,Portrait of Madame Cezanne,Paul Cézanne,oil on canvas,,1883.0,1912,Reproduction
ILLU_11288_483_0,Banks of the Marne,Paul Cézanne,oil on canvas,65.50x81.30cm,1888.0,1912,Reproduction
ILLU_11290_324_0,The Café-Concert,Édouard Manet,oil on canvas,47.30x39.10cm,1879.0,1912,Reproduction
ILLU_11305_392_0,"Apples, Pears and Grapes",Paul Cézanne,oil on canvas,,1880.0,1913,Reproduction
ILLU_11305_401_0,"Portrait of Trabuc, an Attendant at Saint-Paul Hospital",Vincent van Gogh,oil on canvas,,1889.0,1913,Reproduction
ILLU_11305_402_0,"Sower, The (after Millet)",Vincent van Gogh,oil on canvas,80.00x64.00cm,1889.0,1913,Reproduction
ILLU_11305_403_0,Two Peasant Women Digging in Field with Snow,Vincent van Gogh,oil on canvas,50.00x64.00cm,1890.0,1913,Reproduction
ILLU_11309_27_0,Le prisonnier de Chillon,Eugène Delacroix,oil on canvas,7.40x9.30cm,1834.0,1913,Reproduction
ILLU_11314_391_0,Woman with gloves,Gustave Courbet,,63.20x52.10cm,1858.0,1914,Reproduction
ILLU_11317_590_0,The 'Laakmolen' near The Hague,Vincent van Gogh,watercolor and pen on paper mounted on board,37.70x56.00cm,1882.0,1914,Reproduction
ILLU_11317_592_1,Peasant digging,Vincent van Gogh,oil on paper on wood,30.00x29.00cm,1882.0,1914,Reproduction
ILLU_11317_595_0,The Bookseller Blok,Vincent van Gogh,"chalk, pencil, ink, paper",,1882.0,1914,Reproduction
ILLU_11319_557_0,Young Woman in Oriental Garb,Édouard Manet,oil on canvas,95.50x74.50cm,1871.0,1914,Reproduction
ILLU_11329_701_1,Naked model in the workshop,Fernand Léger,,,1913.0,1920,Reproduction
ILLU_11340_643_1,"The Cafe Terrace on the Place du Forum, Arles, at Night",Vincent van Gogh,ink on paper,,1888.0,1922,Reproduction
ILLU_11340_651_2,Interior of a restaurant,Vincent van Gogh,oil on canvas,45.50x56.50cm,1887.0,1922,Reproduction
ILLU_11341_685_1,The Etang des Soeurs at Osny,Paul Cézanne,oil on canvas,60.00x73.50cm,1875.0,1922,Reproduction
ILLU_11349_242_0,Nude against the light,Pierre Bonnard,,,1908.0,1919,Reproduction
ILLU_11363_120_0,Old blind man with boy,Pablo Picasso,oil on canvas,125.00x92.00cm,1903.0,1926,Reproduction
ILLU_11374_380_0,At the Milliner's (La Modiste),Édouard Manet,oil on canvas,85.10x73.70cm,1881.0,1926,Reproduction
ILLU_11374_405_3,Woman with Pears,Pablo Picasso,oil on canvas,92.10x70.80cm,1909.0,1926,Reproduction
ILLU_11376_759_0,Drunk woman is tired,Pablo Picasso,oil on canvas,80.00x62.00cm,1902.0,1926,Reproduction
ILLU_11381_128_1,Camille on the Beach at Trouville,Claude Monet,,,1870.0,1928,Reproduction
ILLU_11388_392_1,Une Baignade à Asnières,Georges Seurat,oil on canvas,201.00x300.00cm,1884.0,1928,Reproduction
ILLU_11389_621_0,Self portrait with spectacles,Paul Gauguin,oil on canvas,,1903.0,1928,Reproduction
ILLU_11390_729_0,The Vengeance of Hop-Frog,James Ensor,hand-colored etching,35.10x24.80cm,1898.0,1928,Reproduction
ILLU_11426_373_1,Le Défilé,Edgar Degas,mixed media canvas,46.00x61.00cm,1866.0,1927,Reproduction
ILLU_11448_130_0,Odalisque with a Tambourine,Henri Matisse,,,1925.0,1930,Reproduction
ILLU_11454_238_0,"Morning, Autumn Sunlight, Eragny",Camille Pissarro,oil on canvas,,1900.0,1930,Reproduction
ILLU_11457_137_0,Alfred Sisley,Pierre-Auguste Renoir,oil on canvas,66.20x54.80cm,1876.0,1931,Reproduction
ILLU_11457_138_0,The&nbsp;Loing&nbsp;at&nbsp;Moret,Alfred Sisley,oil on canvas,38.00x54.00cm,1881.0,1931,Reproduction
ILLU_11459_321_0,Portrait of Rosita Mauri,Édouard Manet,,85.00x65.00cm,1870.0,1909,Reproduction
ILLU_11463_106_0,La Charmeuse de serpents,Henri Rousseau,oil on canvas,169.00x189.50cm,1907.0,1927,Reproduction
ILLU_11463_110_0,Self Portrait from L'ile Saint Louis,Henri Rousseau,oil on canvas,113.00x146.00cm,1890.0,1927,Reproduction
ILLU_11480_315_0,Cliffs on the Coast Near Pourville,Auguste Renoir,oil on canvas,,1879.0,1922,Reproduction
ILLU_11506_467_0,Woman with Red Hair,Amedeo Modigliani,oil on canvas,92.10x60.70cm,1917.0,1926,Reproduction
ILLU_11507_470_0,Pierre Edouard Baranowski,Amedeo Modigliani,oil on canvas,111.00x56.00cm,1918.0,1926,Reproduction
ILLU_11511_164_0,Fishing Boats at Sea,Claude Monet,,,1868.0,1927,Reproduction
ILLU_11515_255_0,"Peasant with Sickle, Seen from the Back",Vincent van Gogh,chalk on paper,,1885.0,1927,Reproduction
ILLU_11516_289_0,Portrait de Gustave Geffroy,Paul Cézanne,oil on canvas,110.00x89.00cm,1895.0,1927,Reproduction
ILLU_11516_325_0,Still Life with Apples,Paul Cézanne,oil on canvas,46.00x55.00cm,1894.0,1927,Reproduction
ILLU_11518_35_0,La Blanchisseuse,Honoré Daumier,oil on panel,49.00x33.40cm,1863.0,1928,Reproduction
ILLU_11530_234_0,La Charmeuse de serpents,Henri Rousseau,oil on canvas,169.00x189.50cm,1907.0,1929,Reproduction
ILLU_11532_331_1,The Holy Family,Joos van Cleve,oil on wood,42.50x31.80cm,1512.0,1929,Reproduction
ILLU_11545_229_0,Surprised!,Henri Rousseau,oil on canvas,129.80x161.90cm,1891.0,1933,Reproduction
ILLU_11547_65_0,Répétition d'un ballet sur la scène,Edgar Degas,oil on canvas,65.00x81.00cm,1874.0,1924,Reproduction
ILLU_11551_317_0,"La baigneuse, dite Baigneuse Valpinçon",Jean-Auguste-Dominique Ingres,oil on canvas,14.60x9.70cm,1808.0,1925,Reproduction
ILLU_11553_358_0,Mountains Mont Sainte-Victoire Seen from the Bibémus Quarry,Paul Cézanne,oil on canvas,65.10x81.30cm,1897.0,1925,Reproduction
ILLU_11557_46_0,La mariée,Camille Corot,oil on canvas,3.20x2.40x1.90cm,1845.0,1929,Reproduction
ILLU_11570_343_0,"View of l'Hermitage, Jallais Hills, Pontoise",Camille Pissarro,oil on canvas,70.00x100.00cm,1867.0,1930,Reproduction
ILLU_11572_360_0,Léon Bakst,Amedeo Modigliani,oil on canvas,55.30x33.00cm,1917.0,1930,Reproduction
ILLU_11577_57_0,The Diligence in the Snow,Gustave Courbet,oil on canvas,137.20x199.10cm,1860.0,1927,Reproduction
ILLU_11577_60_0,Hillside in Provence,Paul Cézanne,oil on canvas,63.50x79.40cm,1890.0,1927,Reproduction
ILLU_11582_154_0,Self-Portrait,Auguste Renoir,,,1910.0,1928,Reproduction
ILLU_11584_219_0,Le Balcon,Édouard Manet,oil on canvas,170.00x124.50cm,1868.0,1928,Reproduction
ILLU_11592_66_0,The Card Players,Paul Cézanne,oil on canvas,97.00x130.00cm,1892.0,1936,Reproduction
ILLU_11745_4014_2,The Spreading Pine Tree in the Brühl Valley near Mödling,Ludwig Ferdinand Schnorr von Carolsfeld,oil on canvas,66.00x112.00cm,1838.0,1930,Reproduction
ILLU_11884_170_0,"Interior, after Dinner",Claude Monet,oil on canvas,50.20x65.40cm,1868.0,1927,Reproduction
ILLU_11896_94_0,Venus and the Lute Player,Titian and Workshop,oil on canvas,165.10x209.60cm,1565.0,1936,Reproduction
ILLU_11997_101_0,Tasso in the Madhouse,Eugène Delacroix,oil on canvas,60.00x50.00cm,1839.0,1939,Reproduction
ILLU_12184_911_0,"Portrait of a Lady, perhaps Contessa Lucia Albani Avogadro ('La Dama in Rosso')",Giovanni Battista Moroni,oil on canvas,155.00x106.80cm,1556.0,1931,Reproduction
ILLU_12197_3803_0,Decorative Figure on an Ornamental Background,Henri Matisse,,,1925.0,1931,Reproduction
ILLU_12220_3102_2,Self-Portrait,Otto Dix,"oil, panel, tempera",49.50x73.60cm,1912.0,1932,Reproduction
ILLU_12252_189_0,"Interior, Open Door",Henri Matisse,,,1920.0,1931,Reproduction
ILLU_12641_254_2,Crouching beggar,Pablo Picasso,oil on canvas,101.20x66.00cm,1902.0,1925,Reproduction
ILLU_12641_254_3,Woman at a Fountain,Pablo Picasso,oil on canvas,,1901.0,1925,Reproduction
ILLU_12656_467_0,L'Atelier de la rue de la Condamine,Édouard Manet,oil on canvas,98.00x128.00cm,1870.0,1928,Reproduction
ILLU_12656_467_3,The Bellelli Family,Edgar Degas,oil on canvas,200.00x250.00cm,1858.0,1928,Reproduction
ILLU_12659_43_1,The Offering,Paul Gauguin,oil on canvas,68.00x78.00cm,1902.0,1927,Reproduction
ILLU_12659_49_0,The Boy in the Red Vest,Paul Cézanne,oil on canvas,79.50x64.00cm,1889.0,1927,Reproduction
ILLU_12659_50_0,Before the Mirror,Édouard Manet,oil on canvas,71.40x92.10cm,1876.0,1927,Reproduction
ILLU_12659_51_1,Vase with Irises,Vincent van Gogh,oil on canvas,92.10x73.70cm,1890.0,1927,Reproduction
ILLU_12659_57_3,The judgment of Paris,Auguste Renoir,,,1908.0,1927,Reproduction
ILLU_12660_505_0,The Battle of Love,Paul Cézanne,oil on canvas,38.00x46.00cm,1880.0,1927,Reproduction
ILLU_12665_508_0,Table,André Derain,oil on canvas,,1922.0,1930,Reproduction
ILLU_12779_377_0,Harlequin leaning,Pablo Picasso,oil on canvas,82.80x61.30cm,1901.0,1913,Reproduction
ILLU_12779_380_0,Man and woman in café,Pablo Picasso,oil on canvas,81.50x65.50cm,1903.0,1913,Reproduction
ILLU_13061_277_0,The Bridge over the Seine,Claude Monet,,,1874.0,1910,Reproduction
ILLU_13062_114_0,Tahitian women under the palms,Paul Gauguin,oil on canvas,,1892.0,1910,Reproduction
ILLU_13281_320_0,Still life with commode,Paul Cézanne,,,1883.0,1920,Reproduction
ILLU_13281_324_0,Luncheon in the Studio,Édouard Manet,oil on canvas,118.00x153.90cm,1868.0,1920,Reproduction
ILLU_13287_24_0,View of the Fortifications,Henri Rousseau,,,1896.0,1920,Reproduction
ILLU_13287_26_0,View of the Banks of the Oise,Henri Rousseau,oil on canvas,,1906.0,1920,Reproduction
ILLU_13291_22_0,After the Luncheon,Pierre-Auguste Renoir,oil on canvas,81.30x100.50cm,1879.0,1921,Reproduction
ILLU_13297_326_0,Woman and Child in a Landscape,Jean-François Millet,oil on canvas,45.70x38.10cm,1846.0,1922,Reproduction
ILLU_13332_341_0,L'Hermitage at Pontoise,Camille Pissarro,oil on canvas,151.40x200.60cm,1867.0,1927,Reproduction
ILLU_13341_177_0,Woman sitting in a chair,Henri Matisse,,,1926.0,1927,Reproduction
ILLU_13345_142_0,Portrait of composer Emmanual Chabrier,Édouard Manet,pastel,,1880.0,1928,Reproduction
ILLU_13363_313_0,"Bathing on the Seine (""La Grenouillere"")",Auguste Renoir,oil on canvas,59.00x80.00cm,1869.0,1929,Reproduction
ILLU_13398_138_0,Louveciennes,Camille Pissarro,oil on canvas,,1872.0,1931,Reproduction
ILLU_14273_213_0,Fruit dish,Pablo Picasso,oil on canvas,55.00x38.00cm,1912.0,1929,Reproduction
ILLU_14279_124_0,After the Luncheon,Pierre-Auguste Renoir,oil on canvas,81.30x100.50cm,1879.0,1928,Reproduction
ILLU_14279_129_1,The Luncheon,Claude Monet,,,1868.0,1928,Reproduction
ILLU_14289_275_0,Full moon,Paul Klee,,,1919.0,1928,Reproduction
ILLU_14297_333_0,Dark freshness,Vassily Kandinsky,,19.70x26.10cm,1927.0,1929,Reproduction
ILLU_14312_290_0,Still Life with Gourds,Henri Matisse,,,1916.0,1931,Reproduction
ILLU_14326_478_2,STATENDAM,Cassandre,,,1928.0,1931,Reproduction
ILLU_14351_140_0,Venice Gondola on Grand Canal,Jean-Baptiste Camille Corot,oil on canvas,41.30x29.20cm,1835.0,1929,Reproduction
ILLU_14354_811_1,Bauernmädchen mit weißem Kopftuch,Wilhelm Leibl,,,1876.0,1929,Reproduction
ILLU_14364_384_0,Self-portrait in front of red curtain,Max Beckmann,,,1927.0,1933,Reproduction
ILLU_14458_232_0,The Love Lesson,Jean-Antoine Watteau,oil on panel,44.00x61.00cm,1716.0,1910,Reproduction
ILLU_14489_130_0,Smoker,Paul Cézanne,oil on canvas,,1892.0,1928,Reproduction
ILLU_14751_134_0,A Young Woman,Auguste Renoir,,,1875.0,1929,Reproduction
ILLU_14951_94_0,Concert of Angels (detail from the cental left Crucifixion panel of the Isenheim Altarpiece),Matthias Grünewald,oil on panel,,1515.0,1920,Reproduction
ILLU_14977_295_1,Still life with commode,Paul Cézanne,,,1883.0,1926,Reproduction
ILLU_14979_214_0,Christ boy,Albrecht Dürer,,,1506.0,1927,Reproduction
ILLU_14980_253_1,"Les Coucous, Tapis Bleu Et Rose",Henri Matisse,,,1911.0,1927,Reproduction
ILLU_14987_374_0,Lyon,Oskar Kokoschka,,,1927.0,1929,Reproduction
ILLU_14987_377_0,Self-portrait with a brush up,Oskar Kokoschka,,,1913.0,1929,Reproduction
ILLU_14989_116_0,Madame Hériot,Auguste Renoir,,,1882.0,1930,Reproduction
ILLU_14989_120_2,The Baptism of Christ,Le Tintoret,oil on canvas,538.00x465.00cm,1581.0,1930,Reproduction
ILLU_15039_14_1,Portrait of Alonso de Herrera,Le Greco,oil on panel,81.00x66.00cm,1600.0,1920,Reproduction
ILLU_15062_12_0,Above the clouds,Max Ernst,collage on paper,13.00cm,1920.0,1926,Reproduction
ILLU_15190_170_0,Portrait of a Lady,Rogier van der Weyden,oil on panel,37.00x27.00cm,1460.0,1927,Reproduction
ILLU_15360_152_0,The Flax Barn at Laren,Max Liebermann,oil on canvas,135.00x232.00cm,1887.0,1909,Reproduction
ILLU_15678_32_0,"Portrait of the artist's father, Lucas Cranach the Elder",Lucas Cranach the Younger,oil on panel,64.00x49.00cm,1550.0,1912,Reproduction
ILLU_15707_120_0,Femmes au jardin,Claude Monet,oil on canvas,255.00x205.00cm,1866.0,1905,Reproduction
ILLU_15819_55_0,George Moore in the Artist's Garden,Edouard Manet,oil on canvas,54.60x45.10cm,1879.0,1930,Reproduction
ILLU_15949_79_2,Schadografia Nr 2,Christian Schad,,,1919.0,1932,Reproduction
ILLU_16297_129_0,Hiver à Schwabing,Wassily Kandinsky,oil on canvas,23.70x32.90cm,1902.0,1946,Reproduction
ILLU_16297_132_0,"Rapallo, mer orageuse",Wassily Kandinsky,oil on canvas,23.00x33.00cm,1906.0,1946,Reproduction
ILLU_10346_258_0,Christ on the Sea of Galilee,Eugène Delacroix,oil on canvas,45.72x54.61cm,1853.0,1912,Reproduction
ILLU_10365_15_0,Chinese Casket,Henri Matisse,,,1922.0,1929,Reproduction
ILLU_10365_21_0,The Three Sisters,Henri Matisse,,,1917.0,1929,Reproduction
ILLU_10397_152_0,Femmes d'Alger dans leur appartement,Eugène Delacroix,oil on canvas,18.00x22.90cm,1834.0,1910,Reproduction
ILLU_10447_141_0,"The Adam and Eve Tavern, Old Chelsea",Print made by James McNeill Whistler,"etching and drypoint on moderately thick, moderately textured, cream laid paper",24.80x37.50cm,1878.0,1903,Reproduction
ILLU_10459_282_0,After the Luncheon,Pierre-Auguste Renoir,oil on canvas,81.30x100.50cm,1879.0,1906,Reproduction
ILLU_10459_287_0,Two Sisters (On the Terrace),Pierre-Auguste Renoir,oil on canvas,100.40x80.90cm,1881.0,1906,Reproduction
ILLU_10461_451_0,Miss Alexander (Girl in White),Henry Wolf,wood engraving on paper,27.50x14.70cm,1907.0,1905,Reproduction
ILLU_10462_28_0,Die junge Pariserin (Die Kokotte),Wilhelm Leibl,,,1869.0,1906,Reproduction
ILLU_10466_521_0,The Basket of Apples,Paul Cézanne,oil on canvas,65.00x80.00cm,1893.0,1908,Reproduction
ILLU_10467_498_0,Still Life with Herrings,Jean-Siméon Chardin,oil on canvas,41.00x33.60cm,1735.0,1908,Reproduction
ILLU_10481_291_0,l'Enseigne de Gersaint,Jean-Antoine Watteau,painting,,1720.0,1910,Reproduction
ILLU_10481_295_0,Madame de Pompadour,François Boucher,oil on canvas,37.90x46.30cm,1758.0,1910,Reproduction
ILLU_10481_297_0,The French Comedians,Antoine Watteau,oil on canvas,57.20x73.00cm,1720.0,1910,Reproduction
ILLU_10486_585_0,A Fishing Boat at Sea,Vincent van Gogh,ink on paper,,1888.0,1910,Reproduction
ILLU_10645_310_0,White Lilacs in a Glass Vase,Édouard Manet,oil on canvas,54.00x42.00cm,1882.0,1903,Reproduction
ILLU_10652_140_0,Racehorses at Longchamp,Edgar Degas,oil on canvas,,1875.0,1907,Reproduction
ILLU_10652_141_0,The Rehearsal of the Ballet on Stage,Edgar Degas,pastel on paper,52.10x70.80cm,1874.0,1907,Reproduction
ILLU_10654_146_0,The Absinthe Drinker,Édouard Manet,oil on canvas,178.00x103.00cm,1859.0,1911,Reproduction
ILLU_10654_152_0,Émile Zola,Édouard Manet,oil on canvas,146.50x114.00cm,1868.0,1911,Reproduction
ILLU_10654_153_0,Young Lady in 1866,Edouard Manet,oil on canvas,185.10x128.60cm,1866.0,1911,Reproduction
ILLU_10654_155_0,Le Balcon,Édouard Manet,oil on canvas,170.00x124.50cm,1868.0,1911,Reproduction
ILLU_10665_540_0,"The Seine, View from the Quay de Pont du Jour",Alfred Sisley,oil on canvas,54.00x65.00cm,1878.0,1910,Reproduction
ILLU_10670_183_0,Renoir: La Loge (Theatre Box),Auguste Renoir,oil on canvas,,1874.0,1903,Reproduction
ILLU_10670_184_0,In the Garden (Under the trees of Moulin de la Galette),Auguste Renoir,oil on canvas,81.00x65.00cm,1876.0,1903,Reproduction
ILLU_10670_187_0,Dancer with a Bouquet of Flowers,Edgar Degas,pastel,40.00x50.00cm,1878.0,1903,Reproduction
ILLU_10670_191_0,Pierrot and Harlequin,Paul Cézanne,oil on canvas,102.00x81.00cm,1888.0,1903,Reproduction
ILLU_10709_89_0,Le Cheval blanc,Paul Gauguin,oil on canvas,140.50x92.00cm,1898.0,1909,Reproduction
