id,_descrpiton,_artist,_material,_dimensions,_date-artwork,year,keywords
ILLU_12555_148_0,Paolo et Francesca,Jean Auguste Dominique Ingres,oil on canvas,35.00x28.00cm,1814.0,1911,Reproduction
ILLU_12657_766_0,The Closed Window Henri Matisse,Henri Matisse,,,1919.0,1928,Reproduction
ILLU_12659_48_0,"Still life with skull, candle and book",Paul Cézanne,oil on canvas,,1866.0,1927,Reproduction
ILLU_12659_48_1,The harbour at Bordeaux,Édouard Manet,oil on canvas,63.00x100.00cm,1871.0,1927,Reproduction
ILLU_12723_5203_0,Die Alten,Albin Egger-Lienz,,258.00x205.00cm,1914.0,1940,Reproduction
ILLU_12779_382_0,Harlequin's death,Pablo Picasso,gouache on cardboard,65.00x95.00cm,1906.0,1913,Reproduction
ILLU_13058_313_0,The Beheading of St. John the Baptist,Pierre Puvis de Chavannes,oil on canvas,,1869.0,1909,Reproduction
ILLU_13066_238_0,Large Still Life with Figure,Lovis Corinth,,,1911.0,1911,Reproduction
ILLU_13068_116_0,Street of the Bavolle Honfleur,Claude Monet,,,1864.0,1911,Reproduction
ILLU_13070_367_0,Self-Portrait,Print made by Sir Muirhead Bone,"drypoint and etching on medium, slightly textured, cream asian paper",28.70x23.10cm,1908.0,1911,Reproduction
ILLU_13291_24_0,Orchestra Musicians,Edgar Degas,,49.00x69.00cm,1872.0,1921,Reproduction
ILLU_13292_307_0,"First Steps, after Millet",Vincent van Gogh,oil on canvas,72.40x91.10cm,1890.0,1922,Reproduction
ILLU_13292_318_0,Water Mill at Gennep,Vincent van Gogh,oil on cardboard,75.00x100.00cm,1884.0,1922,Reproduction
ILLU_13293_23_0,Joachim among the Shepherds,Giotto,fresco,200.00x185.00cm,1304.0,1922,Reproduction
ILLU_13294_121_0,"Une odalisque, dite La Grande Odalisque",Jean-Auguste-Dominique Ingres,oil on canvas,9.10x16.20x4.90cm,1814.0,1922,Reproduction
ILLU_13332_347_0,Woman with Parrot,Pierre-Auguste Renoir,oil on canvas,92.10x65.10cm,1871.0,1927,Reproduction
ILLU_13345_137_0,A boy with a dog,Édouard Manet,oil on canvas,92.00x72.00cm,1861.0,1928,Reproduction
ILLU_13363_319_0,Study of a Nude,Auguste Renoir,,,1910.0,1929,Reproduction
ILLU_13364_372_0,Odalisque with Gray Pants,Henri Matisse,,65.00x54.00cm,1927.0,1929,Reproduction
ILLU_13364_374_0,"Seated Odalisque, Left Knee Bent, Ornamental Background and Checkerboard",Henri Matisse,,74.30x55.70cm,1924.0,1929,Reproduction
ILLU_13364_377_0,Decorative Figure on an Ornamental Background,Henri Matisse,,,1925.0,1929,Reproduction
ILLU_13395_75_0,Children playing,Oskar Kokoschka,oil on canvas,108.00x72.00cm,1909.0,1931,Reproduction
ILLU_13398_142_0,Allegory of California,Diego Rivera,fresco,,1931.0,1931,Reproduction
ILLU_13408_303_0,The sculpture,Pablo Picasso,,,1925.0,1932,Reproduction
ILLU_13408_310_0,A dream,Pablo Picasso,oil on canvas,130.20x97.00cm,1932.0,1932,Reproduction
ILLU_14268_20_1,The Théâtre du Gymnase,Adolph von Menzel,oil on canvas,46.00x62.00cm,1856.0,1930,Reproduction
ILLU_14270_70_0,The Studio,Pablo Picasso,oil on canvas,149.90x231.20cm,1927.0,1929,Reproduction
ILLU_14289_274_0,Twittering Machine,Paul Klee,,,1922.0,1928,Reproduction
ILLU_14300_165_0,Langlois Bridge at Arles,Vincent van Gogh,"oil on canvas, digital reconstruction of the original colours",49.50x64.00cm,1888.0,1930,Reproduction
ILLU_14313_367_4,Guitar,Pablo Picasso,oil on canvas,65.30x92.20cm,1920.0,1931,Reproduction
ILLU_14405_26_1,The Iron Bridge (View of Frankfurt),Max Beckmann,oil on canvas,,1922.0,1938,Reproduction
ILLU_14405_29_1,The Foxes,Franz Marc,oil on canvas,88.00x66.00cm,1913.0,1938,Reproduction
ILLU_14937_286_2,Three Acrobates,Marc Chagall,oil on canvas,117.00x89.00cm,1926.0,1926,Reproduction
ILLU_14950_251_0,Madge Pulsford,Wyndham Lewis,,,1920.0,1920,Reproduction
ILLU_14951_91_1,The Crucifixion,Matthias Grünewald,oil on panel,269.00x307.00cm,1512.0,1920,Reproduction
ILLU_14951_93_0,St. Anthony Visiting St. Paul the Hermit in the Desert (left wing of the Isenheim Altar),Matthias Grünewald,oil on panel,,1516.0,1920,Reproduction
ILLU_14953_102_1,Olga in a hat with feather,Pablo Picasso,,61.00x48.50cm,1920.0,1921,Reproduction
ILLU_14967_140_0,Girl at a Window holding a Curtain,Rembrandt,oil on canvas,86.20x72.00cm,1654.0,1924,Reproduction
ILLU_14981_388_0,King Rodrigo,Eugène Delacroix,,,1833.0,1927,Reproduction
ILLU_14987_374_1,Lyon,Oskar Kokoschka,,,1927.0,1929,Reproduction
ILLU_14989_112_0,Nana,Édouard Manet,oil on canvas,154.00x115.00cm,1877.0,1930,Reproduction
ILLU_14989_119_0,The Seine at Bercy,Paul Cézanne,oil on canvas,56.00x72.00cm,1878.0,1930,Reproduction
ILLU_14994_305_0,A Young Woman Reading,Gustave Courbet,oil on canvas,60.00x72.90cm,1866.0,1927,Reproduction
ILLU_15678_28_1,Self-Portrait,Albrecht Dürer,oil on panel,52.00x41.00cm,1498.0,1912,Reproduction
ILLU_15678_38_0,The Crucifixion,Matthias Grünewald,oil on panel,269.00x307.00cm,1512.0,1912,Reproduction
ILLU_15680_73_0,"María Luisa of Parma, Princess of Asturias",Raphaël Mengs,,,1765.0,1912,Reproduction
ILLU_15697_260_0,The Spangled Cock,Joseph Crawhall,watercolor heightened with gouache on linen mounted on panel,44.90x58.40cm,1903.0,1912,Reproduction
ILLU_15717_214_0,Hommage à Delacroix,Henri Fantin-Latour,oil on canvas,160.00x250.00cm,1864.0,1906,Reproduction
ILLU_16289_35_0,Full moon,Paul Klee,,,1919.0,1946,Reproduction
ILLU_16297_131_1,Old town II,Vassily Kandinsky,oil on canvas,52.00x78.50cm,1902.0,1946,Reproduction
ILLU_16297_139_1,L'Élan tempéré,Wassily Kandinsky,oil on cardboard,42.00x58.00cm,1944.0,1946,Reproduction
ILLU_10332_85_0,Lever de lune à Auvers,Charles-François Daubigny,oil on canvas,,1878.0,1910,Reproduction
ILLU_10347_341_0,Before the Curtain Call,Edgar Degas,pastel,51.00x34.00cm,1892.0,1912,Reproduction
ILLU_10359_148_0,Sunday at Port-en-Bessin,Georges Seurat,oil on canvas,,1888.0,1932,Reproduction
ILLU_10366_41_0,Trellis,Gustave Courbet,oil on canvas,109.80x135.20cm,1862.0,1929,Reproduction
ILLU_10366_43_0,Les demoiselles des bords de la Seine (été),Gustave Courbet,oil painting,174.00x206.00cm,1857.0,1929,Reproduction
ILLU_10397_157_0,The Dancer,Auguste Renoir,oil on canvas,142.50x94.50cm,1874.0,1910,Reproduction
ILLU_10397_161_0,"Charing Cross Bridge, The Thames",Claude Monet,,,1903.0,1910,Reproduction
ILLU_10398_344_0,Greece on the Ruins of Missolonghi,Eugène Delacroix,oil on canvas,209.00x147.00cm,1826.0,1911,Reproduction
ILLU_10444_35_0,Idylle,Léon Bonnat,,,1890.0,1889,Reproduction
ILLU_10464_163_0,Seed of the Areoi,Paul Gauguin,oil on burlap,92.10x72.10cm,1892.0,1907,Reproduction
ILLU_10467_499_0,The House of Cards,Jean Siméon Chardin,oil on canvas,82.20x66.00cm,1737.0,1908,Reproduction
ILLU_10467_508_0,Woman peeling turnips,Jean-Baptiste-Siméon Chardin,oil on canvas,46.20x37.00cm,1740.0,1908,Reproduction
ILLU_10484_486_1,Exécution de l'Empereur Maximilien du Mexique,Édouard Manet,oil on canvas,195.90x259.70cm,1867.0,1910,Reproduction
ILLU_10488_227_0,Portrait of Postman Roulin,Vincent van Gogh,oil on canvas,65.02x50.55x1.78cm,1888.0,1911,Reproduction
ILLU_10550_271_0,L'Apparition,Gustave Moreau,watercolor,106.00x72.00cm,1876.0,1902,Reproduction
ILLU_10556_277_0,The Italian Comedians,Jean-Antoine Watteau,oil on canvas,128.90x93.30cm,1720.0,1910,Reproduction
ILLU_10649_238_0,The Train,Claude Monet,,,1872.0,1903,Reproduction
ILLU_10654_149_0,Combat de taureaux,Édouard Manet,oil on canvas,89.00x109.20cm,1865.0,1911,Reproduction
ILLU_10654_154_1,Beach at Boulogne,Édouard Manet,oil on canvas,,1869.0,1911,Reproduction
ILLU_10672_146_0,The Toilers of the Sea,Édouard Manet,oil on canvas,63.50x79.38cm,1873.0,1906,Reproduction
ILLU_10709_95_0,Arearea,Paul Gauguin,oil on canvas,74.50x93.50cm,1892.0,1909,Reproduction
ILLU_10719_132_1,Premières Neiges à Louveciennes,Alfred Sisley,oil on canvas,54.00x73.00cm,1870.0,1898,Reproduction
ILLU_10737_8_0,Portrait of Madame de Senonnes,Jean-Auguste-Dominique Ingres,oil on canvas,106.00x84.00cm,1816.0,1900,Reproduction
ILLU_10787_24_0,The Grands Boulevards,Pierre-Auguste Renoir,oil on canvas,52.12x63.55cm,1875.0,1909,Reproduction
ILLU_10888_641_1,White oval,Vassily Kandinsky,oil on canvas,80.00x93.00cm,1919.0,1925,Reproduction
ILLU_10933_90_0,Consul Christen Sandberg,Edvard Munch,oil on canvas,215.00x147.00cm,1901.0,1912,Reproduction
ILLU_10938_123_0,"Portrait de Mabel Dodge à la Villa Curonia, à Florence",Jacques-Émile Blanche,oil painting,145.50x99.50cm,1911.0,1913,Reproduction
ILLU_10949_23_0,Street in Marly,Alfred Sisley,oil on canvas,50.00x65.00cm,1876.0,1914,Reproduction
ILLU_10949_66_0,Riders on the beach II,Paul Gauguin,oil on canvas,,1902.0,1914,Reproduction
ILLU_10955_42_0,Shepherdess,Auguste Renoir,oil on canvas,,1887.0,1916,Reproduction
ILLU_10964_368_0,La Morgue Paris,Print made by Charles Meryon,"etching on thin, slightly textured, cream laid paper",27.30x23.80cm,1854.0,1919,Reproduction
ILLU_10966_141_0,Bridge Across the Marne at Créteil (Banks of the Marne),Paul Cézanne,oil on canvas,71.00x90.00cm,1895.0,1922,Reproduction
ILLU_10984_160_0,The Triple Face,Matthias Grünewald,chalk on paper,272.00x199.00cm,1525.0,1913,Reproduction
ILLU_11246_768_0,After the Luncheon,Pierre-Auguste Renoir,oil on canvas,81.30x100.50cm,1879.0,1912,Reproduction
ILLU_11290_137_0,Jesus Mocked by the Soldiers,Édouard Manet,oil on canvas,190.80x148.30cm,1865.0,1912,Reproduction
ILLU_11290_35_0,Anguille et Rouget,Édouard Manet,oil on canvas,38.00x46.50cm,1864.0,1912,Reproduction
ILLU_11305_400_0,Portrait of a man,Vincent van Gogh,oil on canvas,65.00x54.50cm,1888.0,1913,Reproduction
ILLU_11307_545_0,"La Marquise d'Orvilliers, née Jeanne-Robertine Rilliet (1772 - 1862)",Jacques-Louis David,,13.10x9.80cm,1790.0,1913,Reproduction
ILLU_11307_547_0,Portrait of Francois-Marius Granet,Jean-Auguste-Dominique Ingres,oil on canvas,75.00x53.00cm,1807.0,1913,Reproduction
ILLU_11309_22_0,Hommage à Delacroix,Henri Fantin-Latour,oil on canvas,160.00x250.00cm,1864.0,1913,Reproduction
ILLU_11311_281_0,Louis Guillaume,Paul Cézanne,oil on canvas,55.90x46.70cm,1879.0,1914,Reproduction
ILLU_11312_255_0,The farm of Bellevue,Paul Cézanne,,,1892.0,1914,Reproduction
ILLU_11340_644_0,Landscape with Alphonse Daudet's Windmill,Vincent van Gogh,ink on paper,,1888.0,1922,Reproduction
ILLU_11340_647_1,Champ de blé avec cyprès,Vincent van Gogh,oil on canvas,72.10x90.90cm,1889.0,1922,Reproduction
ILLU_11351_12_0,Jeunes Filles au bord de la mer,Pierre Puvis de Chavannes,oil on canvas,61.00x46.00cm,1879.0,1925,Reproduction
ILLU_11363_117_0,Portrait of Doctor Rey,Vincent van Gogh,oil on canvas,64.00x53.00cm,1889.0,1926,Reproduction
ILLU_11363_21_0,Nude (Nude Seated on a Sofa),Auguste Renoir,oil on canvas,92.00x73.00cm,1876.0,1926,Reproduction
ILLU_11365_63_1,The Artist's Wife,Amedeo Modigliani,oil on canvas,100.30x64.50cm,1918.0,1926,Reproduction
ILLU_11379_85_1,The Old Musician,Edouard Manet,oil on canvas,187.40x248.20cm,1862.0,1928,Reproduction
ILLU_11381_129_0,Madame Louis Joachim Gaudibert,Claude Monet,oil on canvas,217.00x138.50cm,1868.0,1928,Reproduction
ILLU_11381_132_1,Régates à Argenteuil,Claude Monet,oil on canvas,48.00x75.00cm,1872.0,1928,Reproduction
ILLU_11400_639_2,"In the Vanilla Grove, Man and Horse",Paul Gauguin,oil on burlap,73.00x92.00cm,1891.0,1923,Reproduction
ILLU_11401_733_2,The Birthday,Marc Chagall,oil on canvas,80.50x99.50cm,1915.0,1923,Reproduction
ILLU_11402_780_0,Portrait of Madame de Senonnes,Jean-Auguste-Dominique Ingres,oil on canvas,106.00x84.00cm,1816.0,1923,Reproduction
ILLU_11412_1004_1,Interior with a Violin,Henri Matisse,oil on canvas,116.00x89.00cm,1918.0,1924,Reproduction
ILLU_11420_151_2,Blossoming Chestnut Branches,Vincent van Gogh,,,1890.0,1927,Reproduction
ILLU_11444_47_0,The Promenade,Pierre-Auguste Renoir,oil on canvas,81.30x64.80cm,1870.0,1930,Reproduction
ILLU_11444_48_0,Haymaking at Eragny,Camille Pissarro,oil on canvas,47.00x38.70cm,1891.0,1930,Reproduction
ILLU_11446_87_0,Harlequin's Head,Pablo Picasso,oil on panel,,1905.0,1930,Reproduction
ILLU_11452_252_0,The Vases,Amédée Ozenfant,oil on canvas,130.50x97.50cm,1925.0,1930,Reproduction
ILLU_11454_237_0,Avenue de l'Opera - Effect of Snow,Camille Pissarro,oil on canvas,65.00x54.00cm,1898.0,1930,Reproduction
ILLU_11467_220_0,Harlekin und Colombine,Edgar Degas,pastel on paper,42.80x42.80cm,1886.0,1927,Reproduction
ILLU_11467_222_0,"Bather Sleeping by a Brook
Baigneuse Endormie (alternate title)",Gustave Courbet,oil on canvas,81.28x64.77cm,1845.0,1927,Reproduction
ILLU_11471_46_0,Portrait of the Artist's Wife,Henri Matisse,oil on canvas,146.00x97.70cm,1913.0,1920,Reproduction
ILLU_11471_49_0,Interior with a Violin Case,Henri Matisse,,,1919.0,1920,Reproduction
ILLU_11480_313_0,Woman with a Fan,Pierre-Auguste Renoir,oil on canvas,65.53x53.85cm,1879.0,1922,Reproduction
ILLU_11506_466_0,Nude,Amedeo Modigliani,oil on canvas,,1917.0,1926,Reproduction
ILLU_11514_245_0,"La Duchesse de Montejasi avec ses filles, Elena et Camilla",Edgar Degas,oil on canvas,66.00x97.80cm,1876.0,1927,Reproduction
ILLU_11516_329_0,The Battle of Love,Paul Cézanne,oil on canvas,,1880.0,1927,Reproduction
ILLU_11517_31_0,Angélique,Jean-Auguste-Dominique Ingres,,8.50x4.30cm,1819.0,1928,Reproduction
ILLU_11517_32_0,portrait de Stéphane Mallarmé,Édouard Manet,oil on canvas,27.00x36.00cm,1876.0,1928,Reproduction
ILLU_11535_426_0,The Funeral of Phocion,Nicolas Poussin,oil on canvas,114.00x175.00cm,1648.0,1929,Reproduction
ILLU_11536_442_0,Le Cirque,Georges Seurat,oil on canvas,1850.00x1520.00cm,1891.0,1929,Reproduction
ILLU_11547_63_0,At the Milliner's,Edgar Degas,pastel,,1882.0,1924,Reproduction
ILLU_11552_348_0,Reclining Nude (The Baker's Wife),Auguste Renoir,oil on canvas,53.98x64.77cm,1902.0,1925,Reproduction
ILLU_11555_8_0,Autoportrait dit Courbet au chien noir,Gustave Courbet,oil painting,46.50x55.50cm,1842.0,1929,Reproduction
ILLU_11563_193_0,The Two Friends,Henri de Toulouse-Lautrec,oil on board,47.90x34.00cm,1894.0,1930,Reproduction
ILLU_11565_205_0,Chez le père Lathuille,Édouard Manet,oil on canvas,92.00x112.00cm,1879.0,1930,Reproduction
ILLU_11572_357_0,Young Girl in Beret,Amedeo Modigliani,oil on canvas,54.00x43.00cm,1918.0,1930,Reproduction
ILLU_11577_61_0,Monsieur de Norvins,Jean-Auguste-Dominique Ingres,"oil on canvas, laid down on panel",97.20x78.70cm,1811.0,1927,Reproduction
ILLU_11582_156_0,Claude Renoir at play Sun,Auguste Renoir,oil on canvas,55.00x46.00cm,1905.0,1928,Reproduction
ILLU_11592_60_0,Road at Pontoise,Paul Cézanne,oil on canvas,58.00x71.00cm,1877.0,1936,Reproduction
ILLU_11595_263_0,Horses Coming Out of the Sea,Eugène Delacroix,oil on canvas,51.31x61.47cm,1860.0,1939,Reproduction
ILLU_11621_674_0,Portrait de la comtesse de Sérent,Jean-Marc Nattier,,,1754.0,1910,Reproduction
ILLU_11621_678_0,Portrait of Cézanne,Camille Pissarro,oil on canvas,73.00x59.70cm,1874.0,1910,Reproduction
ILLU_11623_26_0,The Goldfish Bowl,Henri Matisse,oil on canvas,54.30x65.40cm,1921.0,1930,Reproduction
ILLU_11629_470_1,Woman in a Garden,Berthe Morisot,oil on canvas,123.19x93.98cm,1882.0,1931,Reproduction
ILLU_11894_74_0,Postman Joseph Roulin,Vincent van Gogh,oil on canvas,81.30x65.40cm,1888.0,1936,Reproduction
ILLU_11997_102_0,Tasso in the Madhouse,Eugène Delacroix,oil on canvas,60.00x50.00cm,1839.0,1939,Reproduction
ILLU_12001_206_1,The Battle of Constantine and Licinius,Peter Paul Rubens,oil on wood panel,37.08x57.40cm,1622.0,1939,Reproduction
ILLU_12006_103_3,"Le Colisée, vu à travers les arcades de la basilique de Constantin, à Rome",Camille Corot,oil on paper mounted on canvas,2.30x3.50x3.60cm,1825.0,1936,Reproduction
ILLU_12009_27282_2,Madame Cézanne à la jupe rayée,Paul Cézanne,oil on canvas,72.50x56.00cm,1877.0,1936,Reproduction
ILLU_12208_3602_0,The boy with cherries,Édouard Manet,oil on canvas,,1858.0,1931,Reproduction
ILLU_12214_242501_0,Mother and Child,Pablo Picasso,oil on canvas,142.90x172.70cm,1921.0,1932,Reproduction
ILLU_12215_242504_2,Jeune Fille devant un miroir,Pablo Picasso,oil on canvas,162.30x130.20cm,1932.0,1932,Reproduction
ILLU_12315_69_1,Street in Pontoise (Rue de Gisors),Camille Jacob Pissarro,oil on canvas,38.50x46.20cm,1868.0,1912,Reproduction
ILLU_12436_268_0,"Paul Guillaume, novo pilota",Amedeo Modigliani,oil on cardboard,105.00x75.00cm,1915.0,1931,Reproduction
ILLU_12438_155_0,The Gardener - Old Peasant with Cabbage,Camille Pissarro,oil on canvas,81.50x65.00cm,1883.0,1930,Reproduction
ILLU_12438_158_0,Portal from the Abbey Church of Saint Laurent,Camille Pissarro,oil on canvas,,1901.0,1930,Reproduction
ILLU_12641_254_1,Crouching beggar,Pablo Picasso,oil on canvas,101.20x66.00cm,1902.0,1925,Reproduction
ILLU_12655_166_0,Man and Woman I,Edvard Munch,woodcut on board,40.30x54.00cm,1905.0,1928,Reproduction
ILLU_12662_74_1,Berthe Morisot,Edouard Manet,oil on fabric,74.00x60.00cm,1869.0,1933,Reproduction
ILLU_12664_288_0,Mother and child,Pablo Picasso,,97.00x71.00cm,1921.0,1929,Reproduction
ILLU_12765_2103_0,"Fruits, serviette et boîte à lait",Paul Cézanne,,60.00x73.00cm,1880.0,1932,Reproduction
ILLU_13061_285_0,The Artist and His Family,Lovis Corinth,,,1909.0,1910,Reproduction
ILLU_13272_161_0,Riding in the Bois de Boulogne (Madame Henriette Darras or The Ride),Auguste Renoir,oil on canvas,,1873.0,1914,Reproduction
ILLU_13287_21_0,The Flamingoes,Henri Rousseau,,114.00x163.30cm,1907.0,1920,Reproduction
ILLU_13292_309_0,The Road Menders,Vincent van Gogh,oil on canvas,2.90x3.65cm,1889.0,1922,Reproduction
ILLU_13294_119_0,Autoportrait à vingt-quatre ans,Jean Auguste Dominique Ingres,oil on canvas,77.00x61.00cm,1804.0,1922,Reproduction
ILLU_13298_69_0,Pierrot,Pablo Picasso,,,1918.0,1922,Reproduction
ILLU_13329_278_0,Arum and Conservatory Plants,Auguste Renoir,oil on canvas,,1864.0,1927,Reproduction
ILLU_13330_295_0,Double portrait with a glass of wine,Marc Chagall,oil on canvas,233.00x136.00cm,1918.0,1927,Reproduction
ILLU_13332_343_1,Before the Mirror,Édouard Manet,oil on canvas,71.40x92.10cm,1876.0,1927,Reproduction
ILLU_13345_134_0,Émile Zola,Édouard Manet,oil on canvas,146.50x114.00cm,1868.0,1928,Reproduction
ILLU_13364_375_0,Odalisques,Henri Matisse,,,1928.0,1929,Reproduction
ILLU_13364_379_0,"The Ballet Dancer, Harmony in Grey",Henri Matisse,oil on canvas,,1927.0,1929,Reproduction
ILLU_13395_81_0,Fruit on a Tablecloth with a Fruitdish,Georges Braque,,,1925.0,1931,Reproduction
ILLU_14297_327_0,The Lyrical,Wassily Kandinsky,oil on canvas,94.00x130.00cm,1911.0,1929,Reproduction
ILLU_14369_168_2,The Promenade,Pierre-Auguste Renoir,oil on canvas,81.30x64.80cm,1870.0,1930,Reproduction
ILLU_14377_346_3,Seated and Standing Woman,Georges Seurat,oil on wood,,1884.0,1928,Reproduction
ILLU_14489_119_0,The Huntsman's Picnic,Gustave Courbet,oil on canvas,,1858.0,1928,Reproduction
ILLU_14489_120_0,Luncheon in the Studio,Édouard Manet,oil on canvas,118.00x153.90cm,1868.0,1928,Reproduction
ILLU_14923_6_0,The Infant Jupiter Nurtured by the Goat Amalthea,Nicolas Poussin,oil on canvas,97.00x133.00cm,1638.0,1919,Reproduction
ILLU_14951_91_0,The Crucifixion,Matthias Grünewald,oil on panel,269.00x307.00cm,1512.0,1920,Reproduction
ILLU_14975_264_0,Le Garçon au chat,Pierre-Auguste Renoir,oil on canvas,123.00x66.00cm,1868.0,1926,Reproduction
ILLU_14976_364_1,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk",Paul Cézanne,oil on canvas,65.10x54.60cm,1866.0,1926,Reproduction
ILLU_14977_297_3,Te tamari no atua,Paul Gauguin,,,1896.0,1926,Reproduction
ILLU_14985_310_0,Painting of&nbsp;a tennis court&nbsp;Castle&nbsp;Guernon&nbsp;Ranville,Édouard Vuillard,,,1907.0,1929,Reproduction
ILLU_15051_21_0,Houses on the Zaan River at Zaandam,Claude Monet,,,1871.0,1922,Reproduction
ILLU_15405_339_1,St. Jerome in His Study,Albrecht Dürer,oak wood,59.50x48.50cm,1521.0,1928,Reproduction
ILLU_15550_170_0,Sleeping Diana Watched by Two Fauns,Arnold Böcklin,oil on canvas,105.00x77.40cm,1877.0,1895,Reproduction
ILLU_15680_68_0,Rest on the Flight to Egypt,Albrecht Altdorfer,oil on panel,58.20x39.20cm,1510.0,1912,Reproduction
ILLU_15720_407_1,Preparation for the Funeral,Paul Cézanne,oil on canvas,49.00x80.00cm,1869.0,1926,Reproduction
ILLU_15892_130_1,Sensitive to cold,Anders Zorn,oil on canvas,,1894.0,1905,Reproduction
ILLU_15952_57_1,Nevermore,Paul Gauguin,oil on canvas,60.50x116.00cm,1897.0,1930,Reproduction
ILLU_16289_35_1,Full moon,Paul Klee,,,1919.0,1946,Reproduction
ILLU_16297_134_0,Autumn in Bavaria,Vassily Kandinsky,oil on cardboard,33.00x45.00cm,1908.0,1946,Reproduction
ILLU_16297_138_0,Kandinsky's first abstract watercolor,Wassily Kandinsky,"graphite, indian ink and watercolor on paper",49.60x64.80cm,1913.0,1946,Reproduction
ILLU_10332_136_1,The Dead Toreador,Edouard Manet,oil on canvas,75.90x153.30cm,1864.0,1910,Reproduction
ILLU_10347_333_0,Before the Start,Edgar Degas,oil on canvas,,1878.0,1912,Reproduction
ILLU_10350_381_0,Self-portrait with white turbaned,Paul Cézanne,oil on canvas,55.00x46.00cm,1882.0,1912,Reproduction
ILLU_10350_385_0,"View of Arles, Flowering Orchards",Vincent van Gogh,oil on canvas,72.00x92.00cm,1889.0,1912,Reproduction
ILLU_10358_91_2,The Town Hall at Auvers,Vincent van Gogh,oil on canvas,72.00x93.00cm,1890.0,1931,Reproduction
ILLU_10358_95_2,Burial,Emil Nolde,,,1915.0,1931,Reproduction
ILLU_10365_16_0,Still Life with Plaster Torso,Henri Matisse,,,1928.0,1929,Reproduction
ILLU_10453_94_0,Breton Woman and her Little Girl,Jean-Baptiste Camille Corot,oil on panel,28.00x38.00cm,1865.0,1904,Reproduction
ILLU_10453_99_0,Young Algerian Woman Lying on the Grass,Jean-Baptiste Camille Corot,oil on canvas,,1873.0,1904,Reproduction
ILLU_10456_19_0,Remise de chevreuils au ruisseau de Plaisir-Fontaine,Gustave Courbet,oil on canvas,174.00x209.00cm,1866.0,1905,Reproduction
ILLU_10456_73_1,L'Atelier du peintre. Allégorie Réelle déterminant une phase de sept années de ma vie artistique (et morale),Gustave Courbet,oil on canvas,361.00x598.00cm,1855.0,1905,Reproduction
ILLU_10462_30_0,Sleeping Savoyard Boy,Wilhelm Leibl,,,1869.0,1906,Reproduction
ILLU_10464_80_0,Self-Portrait,Paul Gauguin,oil on canvas,65.20x54.30cm,1885.0,1907,Reproduction
ILLU_10466_479_0,Tulips in a Vase,Paul Cézanne,oil on canvas,72.50x42.00cm,1892.0,1908,Reproduction
ILLU_10482_312_0,"""Ecce""",Victor Hugo,"pen (graphic arts), wash, charcoal, black chalk, gouache, ink, paper",41.70x32.50cm,1854.0,1910,Reproduction
ILLU_10548_90_0,The Poor Fisherman,Pierre Puvis de Chavannes,oil on canvas,155.50x192.50cm,1881.0,1898,Reproduction
ILLU_10556_266_0,The Dance,Jean-Antoine Watteau,oil on canvas,97.00x116.00cm,1719.0,1910,Reproduction
ILLU_10556_267_0,The Love Lesson,Jean-Antoine Watteau,oil on panel,44.00x61.00cm,1716.0,1910,Reproduction
ILLU_10559_352_0,Marguerite in the Church with the Evil Spirits,Eugène Delacroix,lithography,,1828.0,1911,Reproduction
ILLU_10649_243_0,Regatta at Sainte-Adresse,Claude Monet,oil on canvas,75.20x101.60cm,1867.0,1903,Reproduction
ILLU_10652_152_0,Portrait of the painter Karl Hagemeister,Carl Schuch,oil on canvas,40.00x34.50cm,1876.0,1907,Reproduction
ILLU_10654_151_0,Le Déjeuner sur l'herbe,Édouard Manet,oil on canvas,208.00x264.50cm,1863.0,1911,Reproduction
ILLU_10666_452_0,Washerwomen in a Willow Grove,Jean-Baptiste-Camille Corot,oil on canvas,38.10x46.23cm,1871.0,1908,Reproduction
ILLU_10670_173_0,Spanish Ballet,Édouard Manet,oil on canvas,2.40x3.56cm,1862.0,1903,Reproduction
ILLU_10672_152_0,The Absinthe Drinker,Édouard Manet,oil on canvas,178.00x103.00cm,1859.0,1906,Reproduction
ILLU_10708_139_0,"Faust, Goethe's Tragedy",Eugène Delacroix,,,1828.0,1909,Reproduction
ILLU_10725_389_0,Nana,Édouard Manet,oil on canvas,154.00x115.00cm,1877.0,1910,Reproduction
ILLU_10787_20_0,The Gare St-Lazare,Claude Monet,oil on canvas,54.30x73.60cm,1877.0,1909,Reproduction
ILLU_10881_193_0,In the Dance Studio,Edgar Degas,pastel,,1897.0,1898,Reproduction
ILLU_10933_84_0,Self-Portrait,Vincent van Gogh,oil on canvas,57.80x44.50cm,1889.0,1912,Reproduction
ILLU_10939_98_0,Les Tournesols,Vincent van Gogh,oil on canvas,92.10x73.00cm,1888.0,1913,Reproduction
ILLU_10948_173_0,Oedipus the Wayfarer,Gustave Moreau,oil on canvas,95.00x125.00cm,1888.0,1914,Reproduction
ILLU_10948_175_0,Promethée,Gustave Moreau,"oil, watercolor, canvas",51.50x87.00cm,1868.0,1914,Reproduction
ILLU_10948_176_0,Leda,Gustave Moreau,,,1875.0,1914,Reproduction
ILLU_10955_51_0,Reclining Nude,Auguste Renoir,oil on canvas,65.10x81.30cm,1883.0,1916,Reproduction
