id,_description,_artist,_source,_material,_dimensions,_journal-id,_date-artwork,year,keywords
ILLU_11407_301_0,,,,,,1336,,1924,Reproduction
ILLU_13081_179_0,,,,,,1351,,1913,Reproduction
ILLU_11374_410_3,,,,,,1336,,1926,Reproduction
ILLU_16008_223_1,,,,,,1479,,1907,Reproduction
ILLU_11401_729_3,,,,,,1336,,1923,Reproduction
ILLU_15689_83_0,,,,,,1479,,1911,Reproduction
ILLU_12213_1505_1,,,,,,1384,,1932,Reproduction
ILLU_14270_67_2,,,,,,1389,,1929,Reproduction
ILLU_11353_261_1,,,,,,1336,,1925,Reproduction
ILLU_16002_125_0,,,,,,1473,,1929,Reproduction
ILLU_10952_475_0,,,,,,1368,,1915,Reproduction
ILLU_10433_101_0,,,,,,1439,,1891,Reproduction
ILLU_15315_72_1,,,,,,1476,,1884,Reproduction
ILLU_14257_290_1,,,,,,1302,,1933,Reproduction
ILLU_11461_271_0,,,,,,1368,,1925,Reproduction
ILLU_11340_651_0,,,,,,1336,,1922,Reproduction
ILLU_11376_760_1,,,,,,1336,,1926,Reproduction
ILLU_10351_395_1,,,,,,1438,,1912,Reproduction
ILLU_13297_323_0,,,,,,1351,,1922,Reproduction
ILLU_15039_11_1,,,,,,1488,,1920,Reproduction
ILLU_10387_33_0,,,,,,1438,,1909,Reproduction
ILLU_13383_193_2,,,,,,1351,,1929,Reproduction
ILLU_11383_146_1,,,,,,1336,,1928,Reproduction
ILLU_15894_237_2,,,,,,1477,,1905,Reproduction
ILLU_15501_10_0,,,,,,1504,,1894,Reproduction
ILLU_15344_101_0,,,,,,1279,,1900,Reproduction
ILLU_14354_811_0,,,,,,1484,,1929,Reproduction
ILLU_11340_629_0,,,,,,1336,,1922,Reproduction
ILLU_14363_125_0,,,,,,1484,,1933,Reproduction
ILLU_15981_410_1,,,,,,1302,,1927,Reproduction
ILLU_15892_151_2,,,,,,1477,,1905,Reproduction
ILLU_11499_29_0,,,,,,1438,,1925,Reproduction
ILLU_10951_459_0,,,,,,1368,,1915,Reproduction
ILLU_10554_571_0,,,,,,1368,,1908,Reproduction
ILLU_14362_145_2,,,,,,1484,,1932,Reproduction
ILLU_14305_311_0,,,,,,1302,,1930,Reproduction
ILLU_11312_256_0,,,,,,1438,,1914,Reproduction
ILLU_11380_112_1,,,,,,1336,,1928,Reproduction
ILLU_10670_169_0,,,,,,1438,,1903,Reproduction
ILLU_12218_2707_1,,,,,,1384,,1932,Reproduction
ILLU_11584_220_0,,,,,,1438,,1928,Reproduction
ILLU_10736_295_0,,,,,,1368,,1895,Reproduction
ILLU_10451_145_0,,,,,,1438,,1905,Reproduction
ILLU_12028_1703_2,,,,,,1384,,1934,Reproduction
ILLU_14405_27_3,,,,,,1302,,1938,Reproduction
ILLU_10470_225_0,,,,,,1438,,1909,Reproduction
ILLU_13313_49_0,,,,,,1351,,1925,Reproduction
ILLU_11512_210_0,,,,,,1438,,1927,Reproduction
ILLU_10457_223_0,,,,,,1438,,1906,Reproduction
ILLU_11474_29_0,,,,,,1438,,1921,Reproduction
ILLU_10740_331_0,,,,,,1368,,1895,Reproduction
ILLU_11381_135_1,,,,,,1336,,1928,Reproduction
ILLU_10649_235_0,,,,,,1438,,1903,Reproduction
ILLU_13065_225_0,,,,,,1351,,1911,Reproduction
ILLU_12209_105_0,,,,,,1384,,1932,Reproduction
ILLU_10707_199_0,,,,,,1438,,1903,Reproduction
ILLU_15061_12_0,,,,,,1488,,1926,Reproduction
ILLU_15347_134_1,,,,,,1279,,1904,Reproduction
ILLU_10482_316_0,,,,,,1438,,1910,Reproduction
ILLU_11554_363_0,,,,,,1438,,1925,Reproduction
ILLU_14964_263_2,,,,,,1473,,1923,Reproduction
ILLU_11496_21_0,,,,,,1438,,1933,Reproduction
ILLU_11298_241_1,,,,,,1336,,1919,Reproduction
ILLU_11341_690_3,,,,,,1336,,1922,Reproduction
ILLU_11393_149_2,,,,,,1336,,1923,Reproduction
ILLU_11374_409_2,,,,,,1336,,1926,Reproduction
ILLU_15063_20_0,,,,,,1488,,1926,Reproduction
ILLU_13061_276_0,,,,,,1351,,1910,Reproduction
ILLU_14930_18_2,,,,,,1484,,1925,Reproduction
ILLU_10470_227_0,,,,,,1438,,1909,Reproduction
ILLU_11374_409_0,,,,,,1336,,1926,Reproduction
ILLU_12409_318_0,,,,,,1397,,1920,Reproduction
ILLU_10457_221_0,,,,,,1438,,1906,Reproduction
ILLU_12564_202_0,,,,,,1438,,1917,Reproduction
ILLU_10666_451_0,,,,,,1438,,1908,Reproduction
ILLU_13367_18_0,,,,,,1351,,1929,Reproduction
ILLU_10966_145_0,,,,,,1368,,1922,Reproduction
ILLU_11393_149_0,,,,,,1336,,1923,Reproduction
ILLU_11341_690_1,,,,,,1336,,1922,Reproduction
ILLU_15394_118_0,,,,,,1279,,1927,Reproduction
ILLU_10736_297_0,,,,,,1368,,1895,Reproduction
ILLU_13345_143_0,,,,,,1351,,1928,Reproduction
ILLU_15684_234_1,,,,,,1479,,1912,Reproduction
ILLU_13366_3_0,,,,,,1351,,1929,Reproduction
ILLU_12225_3505_0,,,,,,1384,,1932,Reproduction
ILLU_14280_169_0,,,,,,1408,,1935,Reproduction
ILLU_14410_178_0,,,,,,1479,,1909,Reproduction
ILLU_15360_151_0,,,,,,1279,,1909,Reproduction
ILLU_11380_110_1,,,,,,1336,,1928,Reproduction
ILLU_13315_382_0,,,,,,1351,,1926,Reproduction
ILLU_14982_421_1,,,,,,1473,,1927,Reproduction
ILLU_10979_181_0,,,,,,1368,,1929,Reproduction
ILLU_12192_2111_1,,,,,,1384,,1931,Reproduction
ILLU_11484_209_0,,,,,,1438,,1923,Reproduction
ILLU_10784_525_0,,,,,,1438,,1910,Reproduction
ILLU_11256_246_1,,,,,,1336,,1914,Reproduction
ILLU_10360_162_0,,,,,,1368,,1932,Reproduction
ILLU_14450_148_4,,,,,,1479,,1908,Reproduction
ILLU_14405_27_1,,,,,,1302,,1938,Reproduction
ILLU_10753_152_0,,,,,,1438,,1909,Reproduction
ILLU_13260_589_0,,,,,,1351,,1904,Reproduction
ILLU_13360_272_0,,,,,,1351,,1929,Reproduction
ILLU_10957_148_0,,,,,,1438,,1916,Reproduction
ILLU_11358_652_0,,,,,,1336,,1925,Reproduction
ILLU_14257_296_5,,,,,,1302,,1933,Reproduction
ILLU_15795_134_0,,,,,,1479,,1908,Reproduction
ILLU_12235_603_2,,,,,,1384,,1933,Reproduction
ILLU_11433_239_1,,,,,,1336,,1929,Reproduction
ILLU_15729_260_0,,,,,,1473,,1936,Reproduction
ILLU_15892_114_0,,,,,,1477,,1905,Reproduction
ILLU_13066_236_0,,,,,,1351,,1911,Reproduction
ILLU_15419_168_0,,,,,,1408,,1872,Reproduction
ILLU_15892_151_0,,,,,,1477,,1905,Reproduction
ILLU_10620_623_0,,,,,,1439,,1888,Reproduction
ILLU_12250_4904_2,,,,,,1384,,1933,Reproduction
ILLU_14362_145_0,,,,,,1484,,1932,Reproduction
ILLU_11423_271_0,,,,,,1336,,1927,Reproduction
ILLU_12331_99_0,,,,,,1336,,1920,Reproduction
ILLU_10555_185_0,,,,,,1368,,1910,Reproduction
ILLU_11402_780_1,,,,,,1336,,1923,Reproduction
ILLU_13280_154_0,,,,,,1351,,1919,Reproduction
ILLU_15345_119_0,,,,,,1279,,1902,Reproduction
ILLU_11609_549_0,,,,,,1336,,1909,Reproduction
ILLU_11374_385_1,,,,,,1336,,1926,Reproduction
ILLU_11558_104_0,,,,,,1438,,1929,Reproduction
ILLU_10791_547_0,,,,,,1438,,1909,Reproduction
ILLU_14270_67_0,,,,,,1389,,1929,Reproduction
ILLU_11575_455_0,,,,,,1438,,1930,Reproduction
ILLU_13255_97_0,,,,,,1351,,1904,Reproduction
ILLU_14257_290_3,,,,,,1302,,1933,Reproduction
ILLU_10458_249_0,,,,,,1438,,1906,Reproduction
ILLU_11550_255_0,,,,,,1438,,1925,Reproduction
ILLU_10461_461_0,,,,,,1438,,1905,Reproduction
ILLU_11401_729_1,,,,,,1336,,1923,Reproduction
ILLU_13328_216_0,,,,,,1351,,1927,Reproduction
ILLU_13044_1_0,,,,,,1351,,1900,Reproduction
ILLU_13369_95_0,,,,,,1351,,1929,Reproduction
ILLU_11341_689_0,,,,,,1336,,1922,Reproduction
ILLU_13070_358_0,,,,,,1351,,1911,Reproduction
ILLU_10941_362_0,,,,,,1368,,1913,Reproduction
ILLU_14273_219_0,,,,,,1389,,1929,Reproduction
ILLU_10546_281_0,,,,,,1368,,1896,Reproduction
ILLU_10945_333_0,,,,,,1368,,1914,Reproduction
ILLU_13297_321_0,,,,,,1351,,1922,Reproduction
ILLU_14592_227_0,,,,,,1476,,1879,Reproduction
ILLU_10555_203_2,,,,,,1368,,1910,Reproduction
ILLU_11374_387_3,,,,,,1336,,1926,Reproduction
ILLU_13300_200_0,,,,,,1351,,1923,Reproduction
ILLU_15316_504_0,,,,,,1476,,1884,Reproduction
ILLU_11624_93_0,,,,,,1438,,1930,Reproduction
ILLU_14325_275_0,,,,,,1473,,1931,Reproduction
ILLU_13383_191_2,,,,,,1351,,1929,Reproduction
ILLU_13259_551_0,,,,,,1351,,1904,Reproduction
ILLU_13304_3_0,,,,,,1351,,1925,Reproduction
ILLU_11553_359_0,,,,,,1438,,1925,Reproduction
ILLU_16002_127_0,,,,,,1473,,1929,Reproduction
ILLU_14360_96_2,,,,,,1484,,1931,Reproduction
ILLU_11461_273_0,,,,,,1368,,1925,Reproduction
ILLU_13074_288_1,,,,,,1351,,1912,Reproduction
ILLU_11400_637_0,,,,,,1336,,1923,Reproduction
ILLU_14943_414_4,,,,,,1484,,1927,Reproduction
ILLU_13329_274_0,,,,,,1351,,1927,Reproduction
ILLU_11407_303_0,,,,,,1336,,1924,Reproduction
ILLU_11532_331_0,,,,,,1438,,1929,Reproduction
ILLU_16008_221_1,,,,,,1479,,1907,Reproduction
ILLU_11474_30_1,,,,,,1438,,1921,Reproduction
ILLU_12217_2704_0,,,,,,1384,,1932,Reproduction
ILLU_15358_231_3,,,,,,1408,,1909,Reproduction
ILLU_14265_32_1,,,,,,1527,,1930,Reproduction
ILLU_11539_59_0,,,,,,1368,,1932,Reproduction
ILLU_12217_2704_1,,,,,,1384,,1932,Reproduction
ILLU_15396_172_0,,,,,,1279,,1926,Reproduction
ILLU_12413_83_1,,,,,,1397,,1920,Reproduction
ILLU_10947_535_1,,,,,,1368,,1914,Reproduction
ILLU_11474_30_0,,,,,,1438,,1921,Reproduction
ILLU_14366_48_1,,,,,,1484,,1939,Reproduction
ILLU_14265_32_0,,,,,,1527,,1930,Reproduction
ILLU_11367_185_1,,,,,,1336,,1926,Reproduction
ILLU_11528_202_0,,,,,,1438,,1929,Reproduction
ILLU_10479_249_0,,,,,,1438,,1910,Reproduction
ILLU_11407_303_1,,,,,,1336,,1924,Reproduction
ILLU_11311_285_1,,,,,,1438,,1914,Reproduction
ILLU_13392_200_0,,,,,,1351,,1930,Reproduction
ILLU_13355_173_0,,,,,,1351,,1928,Reproduction
ILLU_11292_218_0,,,,,,1438,,1913,Reproduction
ILLU_15318_181_2,,,,,,1476,,1888,Reproduction
ILLU_12024_703_0,,,,,,1384,,1934,Reproduction
ILLU_11400_637_1,,,,,,1336,,1923,Reproduction
ILLU_14257_292_0,,,,,,1302,,1933,Reproduction
ILLU_15334_325_0,,,,,,1408,,1909,Reproduction
ILLU_15689_81_1,,,,,,1479,,1911,Reproduction
ILLU_11634_90_0,,,,,,1438,,1931,Reproduction
ILLU_11553_359_1,,,,,,1438,,1925,Reproduction
ILLU_13288_120_0,,,,,,1351,,1920,Reproduction
ILLU_13385_294_0,,,,,,1351,,1930,Reproduction
ILLU_12638_429_0,,,,,,1336,,1922,Reproduction
ILLU_13302_257_0,,,,,,1351,,1924,Reproduction
ILLU_12548_429_0,,,,,,1368,,1911,Reproduction
ILLU_13362_305_0,,,,,,1351,,1929,Reproduction
ILLU_10665_544_0,,,,,,1438,,1910,Reproduction
ILLU_11374_387_2,,,,,,1336,,1926,Reproduction
ILLU_12249_4902_1,,,,,,1384,,1933,Reproduction
ILLU_10466_421_1,,,,,,1438,,1908,Reproduction
ILLU_11548_109_0,,,,,,1438,,1924,Reproduction
ILLU_13393_227_0,,,,,,1351,,1930,Reproduction
ILLU_12433_151_0,,,,,,1351,,1931,Reproduction
ILLU_10670_172_0,,,,,,1438,,1903,Reproduction
ILLU_13354_111_0,,,,,,1351,,1928,Reproduction
ILLU_16009_243_0,,,,,,1479,,1909,Reproduction
ILLU_11433_241_0,,,,,,1336,,1929,Reproduction
ILLU_10955_39_0,,,,,,1438,,1916,Reproduction
ILLU_10949_61_0,,,,,,1438,,1914,Reproduction
ILLU_16299_338_4,,,,,,1302,,1947,Reproduction
ILLU_15893_192_0,,,,,,1477,,1905,Reproduction
ILLU_15318_183_0,,,,,,1476,,1888,Reproduction
ILLU_10543_296_0,,,,,,1368,,1893,Reproduction
ILLU_12232_4802_0,,,,,,1384,,1932,Reproduction
ILLU_11328_609_1,,,,,,1336,,1920,Reproduction
ILLU_13313_52_0,,,,,,1351,,1925,Reproduction
ILLU_14257_290_2,,,,,,1302,,1933,Reproduction
ILLU_14608_66_0,,,,,,1476,,1882,Reproduction
ILLU_11340_651_3,,,,,,1336,,1922,Reproduction
ILLU_14966_54_0,,,,,,1473,,1924,Reproduction
ILLU_11395_467_1,,,,,,1336,,1923,Reproduction
ILLU_11353_261_2,,,,,,1336,,1925,Reproduction
ILLU_12437_359_0,,,,,,1351,,1931,Reproduction
ILLU_11462_203_0,,,,,,1368,,1926,Reproduction
ILLU_13383_193_1,,,,,,1351,,1929,Reproduction
ILLU_13310_355_0,,,,,,1351,,1925,Reproduction
ILLU_10955_81_0,,,,,,1438,,1916,Reproduction
ILLU_11376_760_2,,,,,,1336,,1926,Reproduction
ILLU_14280_170_0,,,,,,1408,,1935,Reproduction
ILLU_13336_294_0,,,,,,1351,,1927,Reproduction
ILLU_11408_606_0,,,,,,1336,,1924,Reproduction
ILLU_11340_629_3,,,,,,1336,,1922,Reproduction
ILLU_11337_386_3,,,,,,1336,,1922,Reproduction
ILLU_14363_125_3,,,,,,1484,,1933,Reproduction
ILLU_11551_317_1,,,,,,1438,,1925,Reproduction
ILLU_10556_268_1,,,,,,1368,,1910,Reproduction
ILLU_14354_811_3,,,,,,1484,,1929,Reproduction
ILLU_11464_158_0,,,,,,1368,,1927,Reproduction
ILLU_11478_135_0,,,,,,1438,,1922,Reproduction
ILLU_15894_237_1,,,,,,1477,,1905,Reproduction
ILLU_11317_593_0,,,,,,1438,,1914,Reproduction
ILLU_14989_114_0,,,,,,1473,,1930,Reproduction
ILLU_15892_114_1,,,,,,1477,,1905,Reproduction
ILLU_15892_151_1,,,,,,1477,,1905,Reproduction
ILLU_15795_134_1,,,,,,1479,,1908,Reproduction
ILLU_15987_451_1,,,,,,1302,,1927,Reproduction
ILLU_11283_336_0,,,,,,1438,,1911,Reproduction
ILLU_12779_379_0,,,,,,1368,,1913,Reproduction
ILLU_11433_239_0,,,,,,1336,,1929,Reproduction
ILLU_14985_309_0,,,,,,1473,,1929,Reproduction
ILLU_10754_272_0,,,,,,1438,,1907,Reproduction
ILLU_11358_652_1,,,,,,1336,,1925,Reproduction
ILLU_14413_64_0,,,,,,1479,,1916,Reproduction
ILLU_11290_256_0,,,,,,1438,,1912,Reproduction
ILLU_14405_27_0,,,,,,1302,,1938,Reproduction
ILLU_11572_364_0,,,,,,1438,,1930,Reproduction
ILLU_15327_93_0,,,,,,1476,,1890,Reproduction
ILLU_11906_149_0,,,,,,1351,,1899,Reproduction
ILLU_12684_705_0,,,,,,1342,,1911,Reproduction
ILLU_14305_313_1,,,,,,1302,,1930,Reproduction
ILLU_13380_267_0,,,,,,1351,,1929,Reproduction
ILLU_15684_234_0,,,,,,1479,,1912,Reproduction
ILLU_10548_93_0,,,,,,1368,,1898,Reproduction
ILLU_13272_163_0,,,,,,1351,,1914,Reproduction
ILLU_11341_690_0,,,,,,1336,,1922,Reproduction
ILLU_11393_149_1,,,,,,1336,,1923,Reproduction
ILLU_15394_118_1,,,,,,1279,,1927,Reproduction
ILLU_13396_94_0,,,,,,1351,,1931,Reproduction
ILLU_14410_185_1,,,,,,1479,,1909,Reproduction
ILLU_14964_263_1,,,,,,1473,,1923,Reproduction
ILLU_11282_290_1,,,,,,1438,,1911,Reproduction
ILLU_11348_393_0,,,,,,1438,,1918,Reproduction
ILLU_11466_193_0,,,,,,1368,,1927,Reproduction
ILLU_13061_276_1,,,,,,1351,,1910,Reproduction
ILLU_11374_409_1,,,,,,1336,,1926,Reproduction
ILLU_11625_282_0,,,,,,1438,,1931,Reproduction
ILLU_11500_74_0,,,,,,1438,,1925,Reproduction
ILLU_11374_392_3,,,,,,1336,,1926,Reproduction
ILLU_14950_251_1,,,,,,1473,,1920,Reproduction
ILLU_14326_478_4,,,,,,1473,,1931,Reproduction
ILLU_14592_232_0,,,,,,1476,,1879,Reproduction
ILLU_12754_482_2,,,,,,1384,,1935,Reproduction
ILLU_10953_131_0,,,,,,1368,,1915,Reproduction
ILLU_11626_382_0,,,,,,1438,,1931,Reproduction
ILLU_10210_473_0,,,,,,1439,,1901,Reproduction
ILLU_14604_198_0,,,,,,1476,,1881,Reproduction
ILLU_12021_402_2,,,,,,1384,,1934,Reproduction
ILLU_15717_212_2,,,,,,1479,,1906,Reproduction
ILLU_12655_164_1,,,,,,1336,,1928,Reproduction
ILLU_12321_134_3,,,,,,1336,,1925,Reproduction
ILLU_14982_409_1,,,,,,1473,,1927,Reproduction
ILLU_13402_316_0,,,,,,1351,,1932,Reproduction
ILLU_12188_1613_2,,,,,,1384,,1931,Reproduction
ILLU_13333_71_1,,,,,,1351,,1927,Reproduction
ILLU_14413_68_0,,,,,,1479,,1916,Reproduction
ILLU_11363_118_1,,,,,,1336,,1926,Reproduction
ILLU_14368_480_2,,,,,,1484,,1929,Reproduction
ILLU_10949_15_0,,,,,,1438,,1914,Reproduction
ILLU_11406_39_0,,,,,,1336,,1924,Reproduction
ILLU_14937_285_2,,,,,,1484,,1926,Reproduction
ILLU_10444_34_0,,,,,,1368,,1889,Reproduction
ILLU_11291_65_0,,,,,,1438,,1912,Reproduction
ILLU_15684_238_0,,,,,,1479,,1912,Reproduction
ILLU_10870_108_0,,,,,,1430,,1902,Reproduction
ILLU_10577_120_0,,,,,,1569,,1899,Reproduction
ILLU_12697_4514_1,,,,,,1384,,1930,Reproduction
ILLU_10363_45_0,,,,,,1368,,1934,Reproduction
ILLU_10848_1_0,,,,,,1338,,1904,Reproduction
ILLU_10931_479_0,,,,,,1368,,1912,Reproduction
ILLU_11414_1120_3,,,,,,1336,,1924,Reproduction
ILLU_14289_272_0,,,,,,1302,,1928,Reproduction
ILLU_15316_449_0,,,,,,1476,,1884,Reproduction
ILLU_12251_5101_0,,,,,,1384,,1933,Reproduction
ILLU_11412_1011_0,,,,,,1336,,1924,Reproduction
ILLU_13291_28_0,,,,,,1351,,1921,Reproduction
ILLU_11394_220_0,,,,,,1336,,1923,Reproduction
ILLU_13393_232_1,,,,,,1351,,1930,Reproduction
ILLU_10865_88_0,,,,,,1430,,1896,Reproduction
ILLU_10659_212_1,,,,,,1438,,1903,Reproduction
ILLU_10445_426_0,,,,,,1438,,1903,Reproduction
ILLU_10759_410_0,,,,,,1368,,1906,Reproduction
ILLU_14413_71_1,,,,,,1479,,1916,Reproduction
ILLU_10655_626_0,,,,,,1438,,1911,Reproduction
ILLU_12416_605_0,,,,,,1397,,1920,Reproduction
ILLU_13333_68_0,,,,,,1351,,1927,Reproduction
ILLU_10556_280_0,,,,,,1368,,1910,Reproduction
ILLU_10461_449_0,,,,,,1438,,1905,Reproduction
ILLU_14980_253_0,,,,,,1473,,1927,Reproduction
ILLU_10963_382_0,,,,,,1368,,1918,Reproduction
ILLU_13070_370_0,,,,,,1351,,1911,Reproduction
ILLU_10922_524_0,,,,,,1368,,1911,Reproduction
ILLU_14256_203_2,,,,,,1302,,1934,Reproduction
ILLU_15313_216_1,,,,,,1476,,1882,Reproduction
ILLU_11474_33_0,,,,,,1438,,1921,Reproduction
ILLU_15361_97_0,,,,,,1279,,1910,Reproduction
ILLU_12010_451_1,,,,,,1384,,1936,Reproduction
ILLU_12723_5203_3,,,,,,1384,,1940,Reproduction
ILLU_10665_548_0,,,,,,1438,,1910,Reproduction
ILLU_13362_309_0,,,,,,1351,,1929,Reproduction
ILLU_11552_356_0,,,,,,1438,,1925,Reproduction
ILLU_16302_330_0,,,,,,1302,,1949,Reproduction
ILLU_11893_52_0,,,,,,1384,,1936,Reproduction
ILLU_13068_115_0,,,,,,1351,,1911,Reproduction
ILLU_11335_245_2,,,,,,1336,,1922,Reproduction
ILLU_12638_425_0,,,,,,1336,,1922,Reproduction
ILLU_10984_157_0,,,,,,1374,,1913,Reproduction
ILLU_14271_141_2,,,,,,1389,,1929,Reproduction
ILLU_13383_202_0,,,,,,1351,,1929,Reproduction
ILLU_16296_75_1,,,,,,1302,,1946,Reproduction
ILLU_11361_1094_2,,,,,,1336,,1925,Reproduction
ILLU_15311_105_0,,,,,,1476,,1880,Reproduction
ILLU_12037_164_3,,,,,,1384,,1935,Reproduction
ILLU_13074_284_0,,,,,,1351,,1912,Reproduction
ILLU_15342_134_0,,,,,,1279,,1897,Reproduction
ILLU_14405_30_3,,,,,,1302,,1938,Reproduction
ILLU_11459_318_1,,,,,,1336,,1909,Reproduction
ILLU_11343_753_1,,,,,,1336,,1922,Reproduction
ILLU_11356_510_1,,,,,,1336,,1925,Reproduction
ILLU_11437_469_0,,,,,,1336,,1929,Reproduction
ILLU_11993_807_0,,,,,,1384,,1938,Reproduction
ILLU_10364_262_0,,,,,,1368,,1935,Reproduction
ILLU_10865_91_1,,,,,,1430,,1896,Reproduction
ILLU_10874_121_0,,,,,,1438,,1903,Reproduction
ILLU_14253_176_0,,,,,,1302,,1934,Reproduction
ILLU_15301_29_1,,,,,,1476,,1879,Reproduction
ILLU_14410_190_0,,,,,,1479,,1909,Reproduction
ILLU_12203_515208_1,,,,,,1384,,1931,Reproduction
ILLU_14925_4_0,,,,,,1491,,1920,Reproduction
ILLU_10554_566_0,,,,,,1368,,1908,Reproduction
ILLU_14992_268_1,,,,,,1302,,1926,Reproduction
ILLU_15213_534_0,,,,,,1463,,1908,Reproduction
ILLU_11540_84_1,,,,,,1368,,1932,Reproduction
ILLU_15296_134_1,,,,,,1476,,1876,Reproduction
ILLU_15722_111_1,,,,,,1473,,1928,Reproduction
ILLU_14346_145_2,,,,,,1484,,1928,Reproduction
ILLU_13314_250_0,,,,,,1351,,1926,Reproduction
ILLU_14271_143_0,,,,,,1389,,1929,Reproduction
ILLU_14966_58_0,,,,,,1473,,1924,Reproduction
ILLU_14982_434_0,,,,,,1473,,1927,Reproduction
ILLU_14966_58_1,,,,,,1473,,1924,Reproduction
ILLU_12655_159_0,,,,,,1336,,1928,Reproduction
ILLU_11303_333_0,,,,,,1438,,1913,Reproduction
ILLU_13281_326_0,,,,,,1351,,1920,Reproduction
ILLU_15296_134_0,,,,,,1476,,1876,Reproduction
ILLU_11575_459_0,,,,,,1438,,1930,Reproduction
ILLU_14346_145_3,,,,,,1484,,1928,Reproduction
ILLU_15722_111_0,,,,,,1473,,1928,Reproduction
ILLU_14938_443_0,,,,,,1484,,1926,Reproduction
ILLU_11540_84_0,,,,,,1368,,1932,Reproduction
ILLU_13080_15_0,,,,,,1351,,1913,Reproduction
ILLU_13280_158_0,,,,,,1351,,1919,Reproduction
ILLU_14992_268_0,,,,,,1302,,1926,Reproduction
ILLU_13380_272_0,,,,,,1351,,1929,Reproduction
ILLU_16302_332_3,,,,,,1302,,1949,Reproduction
ILLU_12233_4803_0,,,,,,1384,,1932,Reproduction
ILLU_12013_24253_2,,,,,,1384,,1937,Reproduction
ILLU_13083_240_0,,,,,,1351,,1913,Reproduction
ILLU_10745_374_0,,,,,,1438,,1910,Reproduction
ILLU_10976_219_0,,,,,,1368,,1929,Reproduction
ILLU_15301_29_0,,,,,,1476,,1879,Reproduction
ILLU_15293_107_0,,,,,,1476,,1875,Reproduction
ILLU_11993_807_1,,,,,,1384,,1938,Reproduction
ILLU_11519_63_0,,,,,,1438,,1928,Reproduction
ILLU_11437_469_1,,,,,,1336,,1929,Reproduction
ILLU_15058_19_0,,,,,,1488,,1925,Reproduction
ILLU_10865_91_0,,,,,,1430,,1896,Reproduction
ILLU_16436_4_0,,,,,,1311,,1950,Reproduction
ILLU_11459_318_0,,,,,,1336,,1909,Reproduction
ILLU_10447_138_0,,,,,,1438,,1903,Reproduction
ILLU_13407_221_0,,,,,,1351,,1932,Reproduction
ILLU_11420_150_0,,,,,,1336,,1927,Reproduction
ILLU_11322_317_0,,,,,,1336,,1920,Reproduction
ILLU_12034_93_2,,,,,,1384,,1935,Reproduction
ILLU_13340_165_1,,,,,,1351,,1927,Reproduction
ILLU_11348_386_0,,,,,,1438,,1918,Reproduction
ILLU_15726_319_0,,,,,,1473,,1930,Reproduction
ILLU_11349_241_0,,,,,,1438,,1919,Reproduction
ILLU_10692_341_0,,,,,,1569,,1896,Reproduction
ILLU_14271_141_3,,,,,,1389,,1929,Reproduction
ILLU_10739_313_0,,,,,,1368,,1894,Reproduction
ILLU_15311_105_1,,,,,,1476,,1880,Reproduction
ILLU_11361_1094_3,,,,,,1336,,1925,Reproduction
ILLU_10749_330_0,,,,,,1569,,1896,Reproduction
ILLU_13284_208_0,,,,,,1351,,1920,Reproduction
ILLU_12638_425_1,,,,,,1336,,1922,Reproduction
ILLU_16302_330_1,,,,,,1302,,1949,Reproduction
ILLU_11335_245_3,,,,,,1336,,1922,Reproduction
ILLU_11413_1021_0,,,,,,1336,,1924,Reproduction
ILLU_15680_59_0,,,,,,1479,,1912,Reproduction
ILLU_10545_9_0,,,,,,1368,,1894,Reproduction
ILLU_13268_360_0,,,,,,1351,,1914,Reproduction
ILLU_10666_460_0,,,,,,1438,,1908,Reproduction
ILLU_10448_190_0,,,,,,1438,,1903,Reproduction
ILLU_12416_605_1,,,,,,1397,,1920,Reproduction
ILLU_10754_267_0,,,,,,1438,,1907,Reproduction
ILLU_12025_1102_3,,,,,,1384,,1934,Reproduction
ILLU_11632_59_0,,,,,,1438,,1931,Reproduction
ILLU_10719_131_0,,,,,,1368,,1898,Reproduction
ILLU_11437_470_0,,,,,,1336,,1929,Reproduction
ILLU_14368_482_1,,,,,,1484,,1929,Reproduction
ILLU_13393_232_0,,,,,,1351,,1930,Reproduction
ILLU_11394_220_1,,,,,,1336,,1923,Reproduction
ILLU_13335_228_0,,,,,,1351,,1927,Reproduction
ILLU_11412_1011_1,,,,,,1336,,1924,Reproduction
ILLU_13313_47_0,,,,,,1351,,1925,Reproduction
ILLU_12409_314_0,,,,,,1397,,1920,Reproduction
ILLU_11432_234_2,,,,,,1336,,1929,Reproduction
ILLU_14405_29_3,,,,,,1302,,1938,Reproduction
ILLU_11374_405_0,,,,,,1336,,1926,Reproduction
ILLU_11493_291_0,,,,,,1438,,1932,Reproduction
ILLU_12435_222_0,,,,,,1351,,1931,Reproduction
ILLU_14289_272_1,,,,,,1302,,1928,Reproduction
ILLU_10692_339_0,,,,,,1569,,1896,Reproduction
ILLU_14270_72_1,,,,,,1389,,1929,Reproduction
ILLU_13060_340_0,,,,,,1351,,1910,Reproduction
ILLU_12191_2111_2,,,,,,1384,,1931,Reproduction
ILLU_13259_560_0,,,,,,1351,,1904,Reproduction
ILLU_13314_249_0,,,,,,1351,,1926,Reproduction
ILLU_16301_161_0,,,,,,1302,,1949,Reproduction
ILLU_10577_120_1,,,,,,1569,,1899,Reproduction
ILLU_11620_629_1,,,,,,1336,,1910,Reproduction
