ID,liens iiif,pages_to_extract
10182,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0227.json,1
10197,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0229.json,1
10201,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0230.json,2
10206,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0246.json,1
10205,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0246.json,1
10202,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0247.json,1
10832,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0249.json,9
10183,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0269.json,1
10198,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0270.json,1
10188,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0038.json,1
10830,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0060.json,1
10178,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0057.json,4
10184,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0068.json,2
10189,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0069.json,2
10831,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0069.json,5
10185,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0092.json,1
10190,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0094.json,3
13050,https://digi.ub.uni-heidelberg.de/diglit/iiif/dkd1902_1903/canvas/0188.json,12
11290,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0046.json,6
11291,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0071.json,5
11307,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0551.json,10
11292,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0229.json,3
12619,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0235.json,4
